@relation spectfheart
@attribute F1R integer[23,83]
@attribute F1S integer[21,81]
@attribute F2R integer[38,82]
@attribute F2S integer[34,84]
@attribute F3R integer[21,82]
@attribute F3S integer[25,89]
@attribute F4R integer[21,85]
@attribute F4S integer[20,83]
@attribute F5R integer[12,77]
@attribute F5S integer[22,78]
@attribute F6R integer[11,81]
@attribute F6S integer[12,82]
@attribute F7R integer[32,79]
@attribute F7S integer[28,80]
@attribute F8R integer[23,77]
@attribute F8S integer[8,77]
@attribute F9R integer[3,80]
@attribute F9S integer[11,83]
@attribute F10R integer[35,86]
@attribute F10S integer[17,81]
@attribute F11R integer[36,86]
@attribute F11S integer[40,86]
@attribute F12R integer[27,84]
@attribute F12S integer[32,85]
@attribute F13R integer[12,79]
@attribute F13S integer[6,80]
@attribute F14R integer[8,80]
@attribute F14S integer[17,86]
@attribute F15R integer[13,79]
@attribute F15S integer[7,78]
@attribute F16R integer[39,80]
@attribute F16S integer[9,84]
@attribute F17R integer[28,77]
@attribute F17S integer[16,80]
@attribute F18R integer[18,76]
@attribute F18S integer[13,77]
@attribute F19R integer[33,80]
@attribute F19S integer[18,79]
@attribute F20R integer[11,83]
@attribute F20S integer[6,81]
@attribute F21R integer[5,82]
@attribute F21S integer[8,83]
@attribute F22R integer[11,82]
@attribute F22S integer[4,73]
@attribute OVERALL_DIAGNOSIS {0,1}
@inputs F1R, F1S, F2R, F2S, F3R, F3S, F4R, F4S, F5R, F5S, F6R, F6S, F7R, F7S, F8R, F8S, F9R, F9S, F10R, F10S, F11R, F11S, F12R, F12S, F13R, F13S, F14R, F14S, F15R, F15S, F16R, F16S, F17R, F17S, F18R, F18S, F19R, F19S, F20R, F20S, F21R, F21S, F22R, F22S
@outputs OVERALL_DIAGNOSIS
@data
63, 69, 70, 72, 66, 70, 66, 72, 71, 67, 74, 77, 70, 71, 67, 69, 69, 68, 75, 73, 73, 77, 67, 66, 62, 59, 62, 58, 61, 65, 74, 75, 63, 67, 65, 67, 71, 71, 68, 70, 74, 72, 56, 60, 1
60, 58, 74, 68, 44, 48, 85, 60, 56, 48, 71, 70, 46, 43, 57, 43, 75, 60, 62, 44, 69, 52, 57, 42, 20, 23, 58, 60, 38, 41, 67, 70, 64, 68, 59, 47, 69, 55, 65, 55, 19, 47, 18, 17, 1
67, 74, 73, 74, 54, 63, 58, 72, 59, 71, 75, 82, 59, 77, 38, 38, 56, 70, 60, 70, 70, 84, 63, 67, 33, 38, 57, 69, 62, 65, 71, 72, 54, 60, 57, 61, 53, 73, 58, 67, 49, 56, 27, 36, 1
67, 66, 67, 65, 74, 65, 76, 70, 71, 68, 70, 68, 69, 65, 70, 70, 72, 72, 76, 71, 77, 72, 64, 49, 45, 35, 71, 67, 67, 64, 72, 66, 62, 57, 74, 72, 72, 69, 72, 66, 76, 71, 58, 45, 1
59, 55, 51, 65, 68, 45, 21, 25, 45, 41, 57, 74, 68, 77, 28, 25, 3, 11, 54, 67, 58, 75, 65, 77, 33, 31, 14, 17, 39, 43, 65, 73, 61, 71, 18, 24, 44, 59, 36, 47, 29, 28, 52, 13, 1
71, 74, 71, 74, 62, 53, 68, 64, 69, 68, 72, 74, 70, 68, 57, 50, 68, 69, 60, 60, 81, 71, 66, 53, 51, 38, 78, 72, 68, 68, 71, 71, 60, 54, 67, 67, 74, 62, 66, 59, 52, 38, 34, 17, 1
71, 66, 66, 71, 50, 41, 77, 60, 57, 58, 68, 69, 40, 61, 50, 34, 69, 51, 60, 60, 79, 63, 40, 61, 30, 14, 72, 41, 38, 36, 56, 65, 44, 47, 56, 40, 70, 63, 56, 58, 20, 25, 23, 16, 1
68, 62, 64, 65, 70, 69, 76, 75, 63, 59, 70, 59, 72, 66, 69, 68, 74, 74, 79, 70, 83, 83, 72, 69, 73, 78, 80, 83, 71, 70, 71, 63, 54, 51, 71, 70, 61, 56, 77, 76, 66, 67, 49, 54, 1
63, 63, 72, 75, 60, 61, 62, 63, 61, 63, 76, 75, 72, 63, 55, 56, 61, 69, 60, 63, 74, 78, 72, 73, 55, 54, 62, 68, 63, 64, 77, 77, 64, 62, 59, 65, 63, 67, 72, 78, 68, 68, 82, 66, 1
64, 60, 55, 51, 59, 59, 81, 79, 66, 59, 62, 61, 67, 61, 67, 61, 78, 73, 64, 61, 80, 67, 78, 73, 53, 44, 62, 53, 65, 61, 68, 64, 55, 60, 66, 68, 75, 70, 73, 77, 71, 67, 62, 62, 1
69, 65, 72, 68, 70, 71, 76, 78, 64, 62, 72, 68, 76, 78, 68, 73, 68, 72, 59, 53, 66, 66, 67, 75, 65, 67, 64, 55, 71, 72, 78, 75, 62, 61, 67, 66, 66, 64, 79, 75, 73, 75, 63, 62, 1
68, 66, 70, 70, 62, 67, 73, 74, 69, 70, 70, 75, 69, 70, 65, 68, 70, 67, 64, 64, 74, 75, 68, 68, 66, 66, 64, 56, 71, 68, 69, 75, 63, 64, 62, 62, 74, 68, 81, 75, 74, 70, 65, 58, 1
23, 60, 54, 35, 43, 64, 32, 46, 29, 28, 72, 72, 63, 64, 47, 44, 36, 33, 56, 52, 72, 74, 63, 60, 53, 56, 57, 59, 28, 25, 59, 67, 59, 64, 40, 28, 57, 56, 39, 39, 76, 60, 62, 53, 1
62, 63, 66, 62, 67, 66, 80, 79, 55, 55, 61, 58, 52, 62, 49, 48, 78, 83, 59, 68, 73, 66, 59, 58, 42, 49, 67, 86, 59, 52, 72, 74, 58, 63, 70, 70, 76, 66, 67, 58, 54, 65, 46, 42, 1
64, 72, 70, 74, 63, 70, 73, 74, 61, 69, 65, 75, 61, 71, 65, 67, 73, 69, 72, 71, 74, 81, 69, 69, 65, 65, 78, 75, 67, 71, 66, 74, 54, 60, 64, 68, 64, 68, 69, 71, 65, 65, 56, 58, 1
