@relation spectfheart
@attribute F1R integer[23,83]
@attribute F1S integer[21,81]
@attribute F2R integer[38,82]
@attribute F2S integer[34,84]
@attribute F3R integer[21,82]
@attribute F3S integer[25,89]
@attribute F4R integer[21,85]
@attribute F4S integer[20,83]
@attribute F5R integer[12,77]
@attribute F5S integer[22,78]
@attribute F6R integer[11,81]
@attribute F6S integer[12,82]
@attribute F7R integer[32,79]
@attribute F7S integer[28,80]
@attribute F8R integer[23,77]
@attribute F8S integer[8,77]
@attribute F9R integer[3,80]
@attribute F9S integer[11,83]
@attribute F10R integer[35,86]
@attribute F10S integer[17,81]
@attribute F11R integer[36,86]
@attribute F11S integer[40,86]
@attribute F12R integer[27,84]
@attribute F12S integer[32,85]
@attribute F13R integer[12,79]
@attribute F13S integer[6,80]
@attribute F14R integer[8,80]
@attribute F14S integer[17,86]
@attribute F15R integer[13,79]
@attribute F15S integer[7,78]
@attribute F16R integer[39,80]
@attribute F16S integer[9,84]
@attribute F17R integer[28,77]
@attribute F17S integer[16,80]
@attribute F18R integer[18,76]
@attribute F18S integer[13,77]
@attribute F19R integer[33,80]
@attribute F19S integer[18,79]
@attribute F20R integer[11,83]
@attribute F20S integer[6,81]
@attribute F21R integer[5,82]
@attribute F21S integer[8,83]
@attribute F22R integer[11,82]
@attribute F22S integer[4,73]
@attribute OVERALL_DIAGNOSIS {0,1}
@inputs F1R, F1S, F2R, F2S, F3R, F3S, F4R, F4S, F5R, F5S, F6R, F6S, F7R, F7S, F8R, F8S, F9R, F9S, F10R, F10S, F11R, F11S, F12R, F12S, F13R, F13S, F14R, F14S, F15R, F15S, F16R, F16S, F17R, F17S, F18R, F18S, F19R, F19S, F20R, F20S, F21R, F21S, F22R, F22S
@outputs OVERALL_DIAGNOSIS
@data
71, 56, 75, 74, 61, 69, 73, 73, 65, 63, 71, 69, 70, 74, 61, 64, 70, 66, 70, 69, 76, 81, 62, 60, 39, 39, 72, 72, 58, 64, 71, 71, 56, 55, 62, 61, 70, 75, 57, 63, 41, 61, 34, 40, 1
73, 59, 76, 61, 67, 52, 66, 46, 70, 59, 76, 72, 71, 75, 63, 33, 68, 49, 68, 49, 73, 66, 70, 58, 30, 14, 54, 41, 54, 41, 76, 66, 77, 57, 62, 26, 74, 57, 58, 47, 40, 9, 28, 19, 1
55, 54, 71, 74, 21, 25, 60, 27, 69, 64, 74, 79, 64, 70, 58, 38, 72, 64, 63, 62, 77, 75, 61, 58, 42, 37, 64, 54, 20, 15, 66, 73, 66, 67, 43, 36, 77, 59, 24, 35, 18, 27, 29, 22, 1
70, 68, 68, 70, 56, 54, 66, 67, 68, 70, 75, 73, 59, 59, 60, 62, 75, 71, 50, 45, 55, 55, 61, 61, 46, 49, 55, 52, 66, 72, 66, 65, 62, 65, 68, 70, 69, 69, 67, 70, 56, 57, 56, 52, 1
63, 54, 76, 69, 72, 66, 69, 66, 61, 53, 72, 65, 72, 74, 69, 65, 71, 67, 59, 59, 70, 70, 76, 71, 62, 65, 64, 59, 69, 62, 77, 77, 66, 65, 71, 69, 59, 54, 71, 62, 65, 69, 54, 56, 1
62, 80, 54, 68, 66, 70, 68, 69, 68, 70, 63, 70, 68, 58, 57, 50, 68, 65, 66, 70, 68, 65, 65, 74, 53, 61, 59, 67, 68, 72, 74, 72, 61, 61, 67, 69, 64, 72, 68, 70, 61, 60, 55, 63, 1
68, 64, 63, 61, 80, 72, 70, 69, 73, 69, 80, 78, 79, 76, 70, 69, 67, 65, 76, 73, 80, 79, 74, 80, 68, 63, 73, 62, 67, 63, 72, 75, 55, 61, 58, 60, 64, 61, 70, 64, 71, 63, 54, 50, 1
75, 74, 69, 73, 64, 61, 71, 71, 61, 58, 76, 78, 70, 68, 54, 52, 64, 66, 73, 75, 82, 82, 70, 80, 55, 55, 60, 70, 65, 67, 76, 77, 61, 62, 62, 65, 70, 67, 67, 68, 59, 56, 50, 46, 1
70, 69, 66, 66, 66, 67, 78, 80, 70, 65, 75, 71, 74, 72, 63, 66, 74, 75, 72, 71, 76, 74, 78, 76, 60, 52, 60, 63, 63, 61, 69, 71, 60, 59, 68, 67, 72, 69, 73, 68, 66, 67, 56, 56, 1
70, 69, 72, 70, 72, 76, 78, 72, 62, 57, 68, 73, 64, 65, 67, 60, 73, 67, 63, 55, 77, 74, 62, 60, 56, 57, 60, 60, 61, 61, 75, 76, 59, 63, 67, 63, 74, 66, 76, 77, 74, 73, 65, 67, 1
63, 70, 64, 72, 56, 64, 58, 69, 68, 70, 68, 78, 75, 64, 67, 67, 68, 72, 67, 67, 78, 75, 68, 66, 65, 62, 68, 67, 64, 68, 74, 75, 58, 58, 66, 69, 59, 58, 53, 64, 59, 54, 43, 49, 1
62, 54, 46, 44, 72, 66, 56, 67, 56, 56, 67, 62, 60, 59, 62, 63, 75, 69, 69, 69, 76, 77, 69, 68, 64, 64, 69, 68, 38, 40, 58, 64, 53, 63, 59, 57, 66, 77, 47, 48, 35, 44, 35, 43, 1
54, 52, 72, 69, 73, 56, 69, 67, 67, 61, 70, 71, 72, 62, 70, 60, 69, 70, 73, 71, 79, 72, 78, 66, 72, 67, 63, 58, 73, 70, 70, 72, 61, 60, 67, 72, 67, 63, 76, 66, 78, 63, 63, 59, 1
69, 75, 65, 67, 59, 60, 77, 76, 70, 68, 76, 71, 75, 68, 66, 60, 76, 70, 69, 70, 75, 78, 72, 68, 61, 63, 68, 70, 67, 65, 70, 69, 55, 61, 66, 64, 69, 66, 68, 65, 67, 50, 53, 41, 1
54, 53, 73, 68, 77, 65, 65, 72, 60, 50, 69, 64, 73, 75, 74, 76, 69, 72, 66, 60, 74, 67, 68, 69, 69, 78, 56, 67, 69, 61, 76, 71, 67, 64, 73, 70, 55, 49, 70, 61, 73, 70, 61, 61, 1
74, 69, 75, 70, 70, 74, 77, 77, 65, 67, 73, 72, 69, 73, 68, 66, 69, 68, 67, 63, 78, 74, 71, 63, 66, 61, 68, 63, 74, 69, 74, 75, 65, 61, 66, 67, 63, 61, 71, 68, 66, 65, 54, 57, 0
