@relation spectfheart
@attribute F1R integer[23,83]
@attribute F1S integer[21,81]
@attribute F2R integer[38,82]
@attribute F2S integer[34,84]
@attribute F3R integer[21,82]
@attribute F3S integer[25,89]
@attribute F4R integer[21,85]
@attribute F4S integer[20,83]
@attribute F5R integer[12,77]
@attribute F5S integer[22,78]
@attribute F6R integer[11,81]
@attribute F6S integer[12,82]
@attribute F7R integer[32,79]
@attribute F7S integer[28,80]
@attribute F8R integer[23,77]
@attribute F8S integer[8,77]
@attribute F9R integer[3,80]
@attribute F9S integer[11,83]
@attribute F10R integer[35,86]
@attribute F10S integer[17,81]
@attribute F11R integer[36,86]
@attribute F11S integer[40,86]
@attribute F12R integer[27,84]
@attribute F12S integer[32,85]
@attribute F13R integer[12,79]
@attribute F13S integer[6,80]
@attribute F14R integer[8,80]
@attribute F14S integer[17,86]
@attribute F15R integer[13,79]
@attribute F15S integer[7,78]
@attribute F16R integer[39,80]
@attribute F16S integer[9,84]
@attribute F17R integer[28,77]
@attribute F17S integer[16,80]
@attribute F18R integer[18,76]
@attribute F18S integer[13,77]
@attribute F19R integer[33,80]
@attribute F19S integer[18,79]
@attribute F20R integer[11,83]
@attribute F20S integer[6,81]
@attribute F21R integer[5,82]
@attribute F21S integer[8,83]
@attribute F22R integer[11,82]
@attribute F22S integer[4,73]
@attribute OVERALL_DIAGNOSIS {0,1}
@inputs F1R, F1S, F2R, F2S, F3R, F3S, F4R, F4S, F5R, F5S, F6R, F6S, F7R, F7S, F8R, F8S, F9R, F9S, F10R, F10S, F11R, F11S, F12R, F12S, F13R, F13S, F14R, F14S, F15R, F15S, F16R, F16S, F17R, F17S, F18R, F18S, F19R, F19S, F20R, F20S, F21R, F21S, F22R, F22S
@outputs OVERALL_DIAGNOSIS
@data
57, 63, 67, 82, 69, 67, 63, 70, 74, 64, 71, 71, 72, 73, 59, 54, 65, 63, 79, 62, 77, 69, 70, 63, 54, 50, 61, 53, 59, 60, 72, 74, 72, 59, 64, 54, 70, 65, 73, 70, 64, 58, 60, 57, 1
67, 80, 73, 76, 74, 69, 78, 81, 67, 68, 72, 79, 74, 77, 65, 65, 64, 66, 71, 74, 79, 81, 68, 69, 59, 63, 62, 63, 67, 66, 73, 73, 61, 65, 65, 66, 65, 72, 69, 63, 70, 67, 58, 56, 1
66, 73, 75, 74, 67, 67, 73, 71, 72, 63, 79, 78, 64, 74, 66, 74, 77, 73, 75, 62, 79, 67, 67, 72, 66, 59, 73, 69, 70, 73, 77, 74, 62, 66, 69, 66, 64, 62, 78, 75, 73, 63, 50, 46, 1
49, 46, 59, 44, 59, 26, 56, 32, 69, 57, 66, 75, 51, 31, 32, 19, 32, 62, 59, 56, 80, 40, 47, 35, 33, 20, 57, 38, 35, 25, 58, 51, 59, 65, 50, 14, 64, 53, 37, 12, 34, 18, 46, 29, 1
73, 60, 68, 54, 75, 63, 77, 72, 60, 54, 66, 69, 69, 66, 66, 59, 73, 59, 64, 62, 76, 76, 77, 68, 66, 57, 80, 62, 66, 60, 71, 66, 61, 59, 68, 61, 69, 63, 79, 67, 74, 73, 62, 58, 1
71, 67, 77, 74, 67, 61, 75, 71, 74, 69, 73, 73, 73, 66, 62, 64, 75, 71, 71, 65, 78, 68, 73, 70, 61, 59, 68, 67, 69, 66, 71, 70, 64, 64, 66, 68, 70, 68, 66, 51, 61, 43, 44, 37, 1
65, 77, 64, 65, 56, 62, 61, 69, 71, 74, 70, 74, 63, 64, 57, 64, 66, 68, 66, 75, 65, 74, 63, 65, 54, 59, 64, 68, 65, 74, 72, 78, 64, 67, 69, 71, 65, 70, 59, 68, 56, 63, 50, 51, 1
66, 65, 69, 68, 75, 63, 77, 77, 68, 68, 69, 68, 69, 67, 71, 65, 70, 69, 70, 63, 77, 71, 63, 63, 65, 56, 66, 65, 72, 70, 78, 74, 64, 63, 70, 71, 73, 69, 77, 70, 70, 62, 57, 52, 1
67, 68, 70, 72, 70, 72, 70, 76, 68, 71, 74, 70, 75, 76, 71, 75, 77, 78, 69, 72, 82, 74, 69, 75, 70, 71, 70, 69, 67, 66, 68, 63, 57, 61, 65, 64, 51, 52, 76, 76, 73, 74, 55, 56, 1
73, 62, 69, 70, 73, 67, 76, 77, 72, 66, 75, 73, 78, 69, 73, 61, 66, 58, 74, 64, 75, 73, 76, 66, 70, 59, 63, 58, 67, 66, 76, 71, 66, 65, 65, 66, 71, 64, 70, 61, 72, 67, 58, 59, 1
65, 57, 58, 51, 70, 63, 71, 76, 58, 58, 63, 58, 69, 62, 77, 68, 72, 74, 69, 61, 72, 63, 77, 63, 76, 67, 67, 66, 67, 63, 61, 54, 56, 50, 63, 65, 59, 55, 75, 71, 73, 70, 60, 58, 1
32, 41, 76, 34, 65, 53, 30, 54, 16, 51, 61, 43, 74, 70, 62, 21, 34, 42, 61, 37, 58, 66, 54, 49, 17, 19, 11, 42, 53, 30, 71, 9, 61, 16, 31, 43, 67, 61, 29, 31, 17, 8, 18, 11, 1
55, 66, 58, 75, 71, 77, 68, 73, 63, 69, 77, 78, 60, 69, 59, 60, 69, 69, 67, 70, 72, 80, 67, 72, 53, 60, 70, 58, 46, 67, 68, 84, 69, 79, 70, 74, 62, 71, 67, 66, 63, 61, 53, 60, 1
61, 68, 62, 70, 76, 79, 71, 71, 73, 77, 75, 77, 68, 73, 72, 72, 71, 68, 72, 75, 81, 80, 72, 73, 61, 67, 62, 61, 66, 68, 72, 71, 67, 67, 69, 69, 66, 71, 67, 66, 74, 71, 58, 58, 0
73, 74, 65, 66, 69, 69, 67, 81, 65, 62, 69, 65, 67, 68, 70, 67, 72, 68, 66, 66, 78, 61, 67, 70, 67, 63, 68, 66, 70, 70, 69, 70, 66, 66, 66, 69, 72, 70, 74, 76, 75, 72, 67, 63, 0
72, 61, 64, 66, 64, 59, 68, 66, 76, 66, 77, 75, 71, 72, 72, 62, 72, 68, 77, 78, 77, 81, 67, 67, 69, 68, 65, 68, 69, 64, 72, 73, 56, 56, 69, 64, 67, 71, 69, 68, 65, 73, 56, 52, 0
64, 66, 68, 71, 62, 64, 74, 73, 63, 67, 66, 74, 70, 74, 59, 64, 75, 73, 70, 66, 79, 81, 79, 78, 61, 62, 76, 72, 67, 67, 71, 75, 65, 62, 70, 69, 68, 65, 75, 72, 62, 64, 57, 54, 0
