@relation spectfheart
@attribute F1R integer[23,83]
@attribute F1S integer[21,81]
@attribute F2R integer[38,82]
@attribute F2S integer[34,84]
@attribute F3R integer[21,82]
@attribute F3S integer[25,89]
@attribute F4R integer[21,85]
@attribute F4S integer[20,83]
@attribute F5R integer[12,77]
@attribute F5S integer[22,78]
@attribute F6R integer[11,81]
@attribute F6S integer[12,82]
@attribute F7R integer[32,79]
@attribute F7S integer[28,80]
@attribute F8R integer[23,77]
@attribute F8S integer[8,77]
@attribute F9R integer[3,80]
@attribute F9S integer[11,83]
@attribute F10R integer[35,86]
@attribute F10S integer[17,81]
@attribute F11R integer[36,86]
@attribute F11S integer[40,86]
@attribute F12R integer[27,84]
@attribute F12S integer[32,85]
@attribute F13R integer[12,79]
@attribute F13S integer[6,80]
@attribute F14R integer[8,80]
@attribute F14S integer[17,86]
@attribute F15R integer[13,79]
@attribute F15S integer[7,78]
@attribute F16R integer[39,80]
@attribute F16S integer[9,84]
@attribute F17R integer[28,77]
@attribute F17S integer[16,80]
@attribute F18R integer[18,76]
@attribute F18S integer[13,77]
@attribute F19R integer[33,80]
@attribute F19S integer[18,79]
@attribute F20R integer[11,83]
@attribute F20S integer[6,81]
@attribute F21R integer[5,82]
@attribute F21S integer[8,83]
@attribute F22R integer[11,82]
@attribute F22S integer[4,73]
@attribute OVERALL_DIAGNOSIS {0,1}
@inputs F1R, F1S, F2R, F2S, F3R, F3S, F4R, F4S, F5R, F5S, F6R, F6S, F7R, F7S, F8R, F8S, F9R, F9S, F10R, F10S, F11R, F11S, F12R, F12S, F13R, F13S, F14R, F14S, F15R, F15S, F16R, F16S, F17R, F17S, F18R, F18S, F19R, F19S, F20R, F20S, F21R, F21S, F22R, F22S
@outputs OVERALL_DIAGNOSIS
@data
72, 66, 65, 65, 64, 61, 71, 78, 73, 69, 68, 65, 62, 65, 66, 66, 72, 74, 67, 61, 77, 71, 68, 65, 64, 60, 73, 69, 70, 69, 74, 72, 61, 63, 69, 68, 68, 63, 71, 72, 65, 63, 58, 60, 1
62, 60, 69, 61, 63, 63, 70, 68, 70, 65, 77, 56, 71, 65, 69, 68, 74, 78, 77, 70, 80, 73, 79, 75, 76, 67, 74, 69, 66, 71, 70, 61, 54, 54, 66, 66, 58, 56, 72, 73, 71, 64, 49, 42, 1
62, 54, 65, 65, 24, 31, 79, 66, 53, 54, 76, 72, 47, 50, 30, 25, 73, 74, 62, 55, 76, 78, 56, 47, 27, 34, 56, 78, 68, 68, 66, 68, 60, 60, 66, 68, 55, 51, 68, 71, 31, 29, 27, 18, 1
57, 44, 74, 68, 82, 76, 78, 62, 66, 67, 74, 72, 71, 70, 67, 69, 68, 68, 69, 74, 75, 71, 73, 71, 69, 65, 58, 63, 54, 63, 68, 74, 73, 76, 66, 65, 63, 66, 71, 71, 71, 68, 66, 60, 1
58, 57, 74, 71, 59, 60, 54, 59, 33, 39, 65, 74, 71, 75, 53, 57, 47, 60, 43, 44, 75, 78, 54, 57, 56, 56, 57, 61, 60, 62, 77, 76, 59, 57, 53, 60, 53, 57, 61, 74, 77, 82, 66, 68, 1
65, 65, 71, 77, 70, 68, 73, 72, 68, 65, 78, 75, 77, 65, 61, 58, 71, 61, 76, 77, 76, 75, 65, 72, 57, 43, 69, 68, 67, 67, 70, 66, 57, 59, 66, 59, 64, 61, 63, 58, 63, 54, 34, 27, 1
65, 50, 74, 72, 62, 59, 71, 66, 67, 55, 72, 73, 70, 72, 61, 62, 74, 73, 63, 59, 79, 80, 68, 67, 60, 68, 64, 68, 48, 40, 63, 74, 56, 58, 59, 59, 70, 59, 62, 47, 73, 68, 54, 45, 1
59, 75, 77, 80, 60, 64, 70, 67, 54, 68, 78, 77, 69, 64, 57, 56, 59, 57, 71, 70, 79, 77, 67, 65, 54, 54, 61, 58, 61, 64, 79, 74, 67, 66, 60, 58, 70, 72, 60, 65, 61, 60, 51, 52, 1
67, 70, 63, 48, 63, 60, 76, 75, 65, 52, 63, 48, 64, 52, 57, 62, 64, 76, 65, 65, 74, 62, 69, 64, 54, 62, 63, 78, 70, 59, 63, 49, 59, 53, 68, 65, 76, 62, 72, 61, 68, 61, 54, 53, 1
68, 73, 78, 83, 70, 71, 77, 74, 65, 61, 75, 74, 70, 69, 54, 56, 61, 60, 86, 79, 86, 86, 82, 79, 72, 58, 75, 57, 65, 53, 77, 75, 58, 61, 64, 56, 72, 68, 69, 65, 65, 62, 58, 58, 1
79, 77, 78, 70, 69, 65, 75, 75, 69, 66, 61, 60, 65, 59, 60, 59, 73, 70, 65, 69, 66, 69, 55, 53, 61, 56, 66, 69, 75, 66, 76, 71, 65, 51, 72, 75, 72, 73, 68, 63, 41, 36, 25, 27, 1
75, 67, 74, 75, 75, 69, 72, 72, 67, 66, 73, 70, 76, 73, 73, 69, 72, 76, 75, 67, 74, 75, 76, 71, 74, 68, 80, 78, 71, 67, 73, 68, 60, 58, 68, 68, 66, 61, 79, 71, 73, 65, 58, 53, 1
61, 58, 66, 74, 68, 68, 72, 71, 40, 42, 52, 54, 70, 75, 63, 67, 54, 59, 67, 65, 75, 78, 71, 79, 69, 75, 72, 69, 67, 69, 63, 69, 52, 58, 64, 65, 59, 59, 75, 76, 67, 69, 58, 63, 1
67, 65, 73, 78, 60, 57, 66, 62, 63, 63, 74, 74, 72, 66, 56, 54, 65, 62, 67, 69, 79, 81, 72, 72, 55, 55, 51, 57, 65, 66, 72, 74, 64, 64, 64, 60, 74, 73, 69, 73, 73, 66, 62, 58, 1
55, 62, 64, 62, 64, 74, 71, 67, 63, 66, 70, 70, 65, 64, 65, 65, 68, 72, 66, 70, 74, 77, 65, 68, 67, 75, 66, 73, 65, 67, 74, 72, 64, 68, 70, 70, 54, 61, 63, 66, 68, 78, 54, 61, 1
64, 58, 70, 78, 66, 66, 74, 72, 66, 63, 72, 74, 72, 65, 59, 58, 64, 67, 63, 61, 75, 74, 67, 58, 60, 53, 61, 58, 62, 61, 76, 72, 64, 65, 62, 64, 77, 71, 74, 72, 74, 73, 70, 59, 0
59, 62, 72, 74, 66, 66, 74, 76, 63, 67, 72, 76, 71, 74, 66, 64, 70, 69, 63, 66, 70, 72, 70, 76, 65, 69, 61, 66, 64, 65, 67, 72, 57, 63, 65, 71, 67, 69, 77, 78, 77, 76, 70, 70, 0
