@relation shuttle
@attribute A1 integer[27,126]
@attribute A2 integer[-4821,5075]
@attribute A3 integer[21,149]
@attribute A4 integer[-3939,3830]
@attribute A5 integer[-188,436]
@attribute A6 integer[-26739,15164]
@attribute A7 integer[-48,105]
@attribute A8 integer[-353,270]
@attribute A9 integer[-356,266]
@attribute Class {1, 2, 3, 4, 5, 6, 7}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9
@outputs Class
@data
51, 3, 78, 0, 52, 10, 27, 26, 0, 1
55, 0, 92, -2, 46, 0, 36, 45, 8, 4
58, 1, 85, 7, 56, 0, 28, 28, 0, 1
37, 0, 83, 0, 0, 3, 46, 83, 36, 1
81, -5, 84, 0, -22, -6, 4, 108, 104, 5
37, 0, 78, 0, -4, 19, 42, 83, 42, 1
43, 0, 83, 0, 44, 20, 39, 39, 0, 1
55, -5, 77, 0, 54, 0, 22, 23, 0, 1
55, 0, 96, -2, 44, 0, 41, 52, 12, 4
54, 0, 87, 1, 54, 0, 33, 33, 0, 1
37, 0, 77, 0, -20, 4, 41, 98, 58, 1
56, 4, 96, 0, 38, -8, 40, 57, 18, 4
56, -2, 97, 0, 54, 5, 41, 42, 2, 1
38, 1, 93, -3, 38, 0, 55, 55, 0, 1
53, 1, 77, 0, 52, -19, 23, 25, 2, 1
37, 0, 76, 0, 34, 4, 39, 43, 4, 1
42, 3, 79, -1, 42, 0, 37, 37, 0, 1
56, 0, 95, -1, 42, -20, 40, 54, 14, 4
38, 0, 93, 0, 28, -6, 55, 64, 10, 1
42, -4, 83, 0, 42, 0, 42, 42, 0, 1
55, 0, 95, 0, 52, 6, 40, 44, 4, 4
41, 0, 79, 0, 42, 31, 39, 38, 0, 1
37, 0, 78, 0, 6, 10, 42, 73, 32, 1
44, 0, 81, 1, 42, -22, 37, 39, 2, 1
37, 0, 76, -3, 30, 6, 39, 45, 6, 1
49, 0, 88, 0, 50, 14, 40, 39, 0, 1
48, 0, 89, 3, 46, 0, 41, 42, 2, 1
45, 0, 106, -1, 44, -2, 62, 62, 0, 1
49, 0, 79, 0, 50, 5, 30, 30, 0, 1
78, 1, 82, 0, -46, 0, 4, 128, 124, 5
59, 0, 86, -3, 56, -16, 27, 29, 2, 1
55, 0, 81, 0, -22, -29, 26, 105, 78, 4
58, 2, 87, 0, 56, 0, 29, 30, 2, 1
43, 0, 78, 0, 42, -1, 35, 37, 2, 1
49, 3, 87, 1, 50, 2, 38, 38, 0, 1
37, 0, 76, 0, 24, -23, 40, 53, 14, 1
51, 0, 102, 0, 50, -11, 51, 53, 2, 1
45, -2, 83, 0, 46, 17, 37, 36, 0, 1
79, 4, 83, 0, -30, 0, 4, 114, 110, 5
55, 0, 95, -2, 52, 25, 40, 44, 4, 4
52, -5, 86, 0, 52, -3, 33, 34, 0, 1
45, 0, 84, 2, 46, 21, 39, 38, 0, 1
43, -1, 76, 0, 42, -3, 33, 35, 2, 1
81, 0, 84, 0, -18, 18, 4, 103, 98, 5
44, 0, 83, 0, 42, -20, 40, 42, 2, 1
51, -3, 80, 0, 50, -13, 29, 31, 2, 1
37, 0, 77, 0, 2, 4, 40, 74, 34, 1
56, 2, 81, 1, -4, 0, 25, 86, 62, 4
47, -1, 84, 0, 46, 0, 38, 38, 0, 1
56, 0, 107, 0, 56, 3, 51, 50, 0, 1
38, 5, 79, 0, 38, 0, 41, 41, 0, 1
43, -1, 79, 0, 42, -10, 36, 38, 2, 1
48, 0, 86, -3, 46, 0, 39, 40, 2, 1
55, 0, 77, 0, -12, -30, 21, 90, 68, 4
50, 0, 87, 7, 50, 0, 37, 38, 0, 1
37, 0, 78, 0, 0, -4, 41, 78, 36, 1
48, 4, 76, 0, 46, 0, 28, 29, 2, 1
56, 5, 77, 0, 16, 0, 22, 62, 40, 4
103, -1, 104, -4, 72, 10, 1, 31, 30, 5
37, 0, 78, 2, 12, 0, 42, 65, 24, 1
37, 0, 77, 0, 34, 1, 40, 43, 4, 1
56, 1, 84, 0, 56, 22, 28, 27, 0, 1
56, 0, 78, -2, 26, -4, 22, 52, 30, 4
46, 0, 79, 0, 46, 5, 33, 32, 0, 1
58, 0, 88, 4, 56, 0, 30, 31, 2, 1
41, 0, 83, 1, 42, 0, 41, 41, 0, 1
37, 0, 81, 2, -4, -30, 44, 86, 42, 1
37, 0, 84, 0, 28, 0, 47, 55, 8, 1
56, 0, 81, 0, -2, 31, 25, 83, 58, 4
46, 0, 85, 2, 46, 10, 39, 39, 0, 1
49, 1, 82, 0, 46, -15, 33, 35, 2, 1
44, 3, 77, 0, 44, 0, 33, 34, 0, 1
37, 0, 77, -4, 38, 14, 39, 38, 0, 1
47, 0, 88, -2, 46, 0, 40, 41, 0, 1
78, -33, 88, -4, 8, 0, 10, 81, 70, 3
38, 0, 90, -6, 6, 0, 52, 85, 32, 1
49, 1, 88, 0, 50, 4, 39, 39, 0, 1
49, 5, 82, 0, 50, 27, 33, 33, 0, 1
56, 0, 78, 0, 8, 21, 22, 70, 48, 4
37, 0, 78, 0, 10, -10, 42, 68, 26, 1
43, 0, 77, -6, 42, -7, 34, 35, 2, 1
37, 0, 77, 0, 36, 2, 40, 41, 2, 1
37, 0, 79, 0, 16, 17, 43, 64, 22, 1
56, 1, 96, 6, 46, 0, 40, 50, 10, 4
49, 1, 79, 0, 46, -24, 31, 33, 2, 1
85, 0, 88, 0, 2, 4, 3, 86, 82, 5
53, 0, 87, -2, 52, -3, 34, 35, 2, 1
37, 0, 77, 0, 34, 5, 40, 43, 2, 1
45, 0, 93, 0, 44, -11, 48, 50, 2, 1
56, 5, 86, 0, 56, 13, 30, 29, 0, 1
43, 0, 76, 0, 44, 23, 32, 32, 0, 1
55, 0, 97, 3, 46, -18, 41, 50, 8, 4
56, 0, 86, 0, 54, -16, 31, 32, 2, 1
56, 0, 84, 0, 56, 19, 28, 27, 0, 1
38, 0, 97, 0, 38, 5, 59, 59, 0, 1
43, -1, 86, 0, 44, 10, 42, 42, 0, 1
38, 0, 92, 0, 24, 5, 54, 69, 14, 1
55, -2, 95, 0, 52, 0, 40, 44, 4, 4
56, 0, 86, 0, 56, 24, 30, 29, 0, 1
44, -2, 79, 0, 44, 0, 36, 35, 0, 1
53, 0, 108, 0, 52, -7, 55, 56, 2, 1
46, -3, 86, -1, 46, -1, 40, 40, 0, 1
37, -10, 106, -1, 36, 0, 69, 69, 0, 1
45, 0, 87, 0, 44, -15, 42, 43, 2, 1
45, -3, 82, 0, 46, 21, 37, 35, 0, 1
56, 4, 95, 0, 52, 0, 40, 44, 4, 4
44, 2, 85, 0, 42, -17, 41, 44, 2, 1
45, 0, 84, 2, 44, 0, 40, 41, 0, 1
49, 0, 86, 0, 50, 224, 37, 37, 0, 1
37, 0, 95, 0, 8, -24, 58, 87, 30, 1
55, -1, 79, -6, 20, -10, 23, 58, 34, 4
37, 0, 104, 8, 18, 0, 67, 86, 20, 1
37, 3, 94, 0, 8, -11, 57, 86, 30, 1
56, -1, 96, 0, 50, 0, 40, 47, 6, 4
49, 1, 83, 0, 46, -11, 34, 37, 2, 1
49, 1, 86, 0, 50, 27, 38, 37, 0, 1
40, 0, 79, 1, 38, 0, 39, 40, 2, 1
37, 0, 104, 0, 36, -15, 67, 68, 2, 1
41, 0, 76, 0, 42, 6, 34, 34, 0, 1
77, 2, 81, 1, -40, 13, 4, 123, 118, 5
37, 0, 93, 0, 12, 4, 55, 80, 24, 1
45, 0, 76, 0, 44, -19, 30, 32, 2, 1
46, 0, 78, 0, 46, 2, 32, 32, 0, 1
56, 0, 96, 0, 52, 6, 40, 44, 4, 4
44, 0, 86, 0, 44, 10, 42, 42, 0, 1
50, 0, 107, 4, 50, 0, 57, 58, 0, 1
56, 0, 78, -1, 54, -11, 22, 24, 2, 1
44, -8, 88, 0, 44, 0, 44, 44, 0, 1
41, -3, 83, 0, 42, 11, 42, 41, 0, 1
37, 0, 76, 0, 26, -29, 40, 50, 10, 1
80, 0, 84, 2, -42, -23, 5, 128, 124, 5
39, -2, 79, 0, 38, 0, 41, 41, 0, 1
56, 0, 81, 0, -14, 7, 25, 97, 72, 4
55, 0, 77, 0, 8, 4, 22, 70, 48, 4
37, 0, 80, 0, 6, -6, 43, 75, 32, 1
85, 0, 89, 1, 6, 27, 4, 84, 80, 5
44, 3, 76, -1, 44, 2, 32, 32, 0, 1
56, 0, 96, 1, 50, 2, 40, 47, 6, 4
49, 2, 85, 0, 46, -6, 36, 39, 2, 1
79, 1, 83, 0, -40, 16, 4, 124, 120, 5
55, 0, 79, 0, 20, -26, 23, 58, 34, 4
56, 0, 81, 0, -2, -4, 25, 83, 58, 4
56, 0, 97, 0, 42, 15, 41, 55, 14, 4
55, 0, 92, 0, 30, 7, 36, 61, 24, 4
45, -2, 86, 0, 46, 18, 41, 40, 0, 1
52, 0, 82, 3, 52, 0, 30, 30, 0, 1
105, 0, 106, 0, 72, 1, 1, 34, 32, 5
43, 1, 76, -1, 42, -2, 33, 35, 2, 1
44, -2, 80, 0, 44, 3, 36, 36, 0, 1
46, 0, 102, 0, 46, 0, 56, 56, 0, 1
44, 0, 86, -7, 44, 0, 42, 42, 0, 1
81, 0, 86, 8, -40, 7, 5, 127, 122, 5
43, -1, 75, 0, 42, -13, 32, 34, 2, 1
78, -2, 83, 0, -46, 0, 4, 129, 124, 5
43, -2, 81, 5, 42, -7, 38, 40, 2, 1
43, 1, 86, -2, 42, 0, 43, 45, 2, 1
47, 0, 79, 0, 46, 0, 32, 32, 0, 1
50, -1, 89, -1, 50, 0, 39, 40, 0, 1
45, -3, 83, 1, 46, 14, 38, 37, 0, 1
45, -5, 83, 0, 44, 53, 38, 39, 0, 1
51, 0, 83, 2, 50, -1, 32, 33, 2, 1
37, 0, 80, 0, 12, -11, 43, 67, 24, 1
37, 0, 75, 0, 30, 12, 38, 44, 6, 1
55, 0, 95, 1, 42, -3, 40, 54, 14, 4
55, 0, 77, 0, 20, 6, 22, 57, 34, 4
38, 0, 92, 0, 24, 13, 54, 69, 14, 1
37, 5, 79, 0, 36, 0, 42, 43, 2, 1
38, 0, 82, 0, 38, 2, 44, 43, 0, 1
56, 0, 108, 8, 54, -21, 52, 53, 2, 1
48, 0, 77, -6, 46, 0, 29, 31, 2, 1
40, 0, 78, 5, 38, 0, 38, 39, 2, 1
46, 1, 76, 0, 46, 1, 30, 29, 0, 1
83, 0, 87, 8, -4, 1, 4, 92, 88, 5
39, 0, 80, 4, 38, 0, 41, 41, 0, 1
37, 0, 79, 0, 6, -18, 42, 74, 32, 1
37, 0, 76, 1, 26, 0, 40, 50, 10, 1
56, 0, 95, 0, 46, 14, 40, 49, 10, 4
44, 3, 77, 0, 44, 0, 33, 33, 0, 1
55, 0, 92, -4, 10, 0, 37, 82, 46, 4
49, 0, 84, -3, 50, 0, 35, 35, 0, 1
47, -2, 76, 0, 46, 0, 29, 30, 0, 1
44, 5, 86, 3, 44, 3, 42, 42, 0, 1
51, 0, 102, 0, 50, -25, 51, 53, 2, 1
55, 0, 77, 1, -24, -12, 21, 103, 82, 4
49, 0, 81, 0, 50, 23, 33, 32, 0, 1
51, -1, 77, 0, 50, -10, 27, 28, 2, 1
55, 0, 77, 0, -10, -25, 21, 87, 66, 4
79, 0, 83, 0, -30, 19, 4, 114, 110, 5
46, 0, 88, 0, 46, 16, 42, 41, 0, 1
41, 0, 86, 0, 42, 2, 45, 44, 0, 1
43, -3, 77, 0, 42, 0, 35, 36, 2, 1
45, 1, 86, 0, 44, -2, 41, 42, 2, 1
41, 0, 79, 2, 42, 6, 38, 38, 0, 1
37, 0, 76, 4, 28, -6, 40, 48, 8, 1
37, 0, 109, -7, 28, 0, 72, 81, 8, 1
56, 4, 97, -3, 50, -3, 40, 48, 8, 4
48, -1, 81, 0, 50, 30, 33, 32, 0, 1
45, 0, 81, 4, 46, 20, 35, 34, 0, 1
49, 1, 86, 0, 46, -12, 38, 40, 2, 1
47, 0, 85, 5, 46, 0, 38, 39, 0, 1
46, -1, 77, -3, 46, -3, 32, 31, 0, 1
37, 0, 94, 3, 12, 0, 57, 81, 24, 1
80, 3, 84, 0, -42, -18, 4, 128, 124, 5
56, 0, 80, 0, 54, -7, 24, 26, 2, 1
79, 2, 83, 0, -28, 0, 4, 112, 108, 5
37, 1, 75, 7, 34, 0, 37, 41, 4, 1
53, 0, 79, 0, 54, 6, 26, 24, 0, 1
37, 0, 78, 0, 16, 19, 41, 63, 22, 1
43, 0, 85, 0, 44, 9, 42, 41, 0, 1
37, 0, 77, 0, 20, 28, 40, 57, 16, 1
44, 0, 79, 0, 44, 6, 36, 35, 0, 1
59, 0, 86, 0, 56, -29, 28, 30, 2, 1
66, 0, 109, 0, 68, 21, 43, 42, 0, 1
81, 4, 84, 1, -20, 0, 4, 105, 102, 5
37, 0, 81, 0, 34, 6, 45, 48, 2, 1
56, 2, 91, 0, -4, 0, 35, 96, 62, 4
51, 0, 78, -5, 52, 1, 27, 26, 0, 1
42, 5, 85, 0, 42, 0, 43, 44, 2, 1
44, -4, 76, 0, 44, 0, 31, 32, 0, 1
41, -1, 80, 0, 42, 7, 39, 39, 0, 1
39, 0, 86, 0, 38, 0, 47, 48, 0, 1
44, 3, 79, 0, 44, 3, 35, 35, 0, 1
37, 0, 82, 0, 16, 31, 45, 66, 22, 1
37, 1, 90, 0, 28, 0, 53, 62, 8, 1
49, 0, 83, 0, 46, -9, 34, 36, 2, 1
46, -2, 82, -4, 46, -6, 36, 35, 0, 1
37, 0, 106, 17, 26, -3, 69, 80, 12, 1
45, 0, 81, 0, 44, -24, 35, 37, 2, 1
55, 0, 96, 0, 52, 13, 41, 44, 4, 4
37, 0, 95, 0, 24, 6, 58, 72, 14, 1
82, 0, 85, 0, -2, 0, 3, 88, 84, 5
56, 0, 96, 2, 50, 5, 40, 47, 6, 4
51, 0, 79, 0, 52, 19, 27, 27, 0, 1
56, 0, 79, 1, -2, -29, 23, 81, 58, 4
56, 1, 97, 0, 46, 0, 41, 51, 10, 4
37, 0, 77, 0, -20, 8, 41, 98, 58, 1
45, 0, 87, 1, 44, 0, 43, 43, 0, 1
76, 0, 79, -7, -40, 0, 4, 121, 116, 5
38, 0, 90, 3, 8, 0, 52, 82, 30, 1
42, 3, 79, 0, 42, 0, 38, 38, 0, 1
37, 0, 106, 0, 20, -15, 69, 85, 16, 1
41, 0, 83, -2, 38, -15, 42, 44, 2, 1
42, 1, 79, 7, 42, 0, 37, 38, 0, 1
106, -1, 108, 0, 70, 0, 2, 38, 36, 5
80, -2, 84, 0, -28, 0, 4, 112, 108, 5
56, 0, 79, 0, 10, -11, 23, 68, 46, 4
43, -1, 77, -3, 42, -5, 34, 36, 2, 1
55, 0, 77, 0, -6, -13, 21, 85, 64, 4
37, -21, 106, 0, 30, 0, 69, 75, 6, 1
44, 0, 86, 3, 44, 8, 43, 42, 0, 1
49, 0, 88, 0, 46, -24, 40, 42, 2, 1
42, 2, 86, 0, 42, 0, 44, 45, 0, 1
37, 0, 76, 4, 30, 11, 39, 45, 6, 1
37, 0, 81, -1, 36, -3, 43, 44, 2, 1
58, 2, 84, -1, 56, 0, 27, 28, 0, 1
90, -40, 107, 0, 64, -28, 17, 42, 26, 3
37, 0, 76, 0, 26, 0, 39, 50, 10, 1
37, 0, 80, 0, 34, 6, 43, 46, 2, 1
46, -1, 78, 0, 46, 1, 32, 32, 0, 1
43, -2, 86, 0, 44, 14, 43, 42, 0, 1
43, -1, 79, 0, 42, -10, 35, 37, 2, 1
56, 0, 86, 0, 56, 21, 31, 30, 0, 1
44, -5, 82, 0, 44, 0, 38, 38, 0, 1
41, -4, 83, 0, 38, -18, 42, 44, 2, 1
45, 5, 76, 0, 44, 0, 31, 32, 0, 1
45, -5, 88, 0, 44, 335, 43, 44, 2, 1
42, 0, 81, 0, 42, 2356, 39, 40, 0, 1
45, 0, 86, 0, 44, -19, 40, 42, 2, 1
37, -1, 77, 0, -22, 12, 41, 101, 60, 1
55, 0, 77, 0, 8, -30, 21, 69, 48, 4
51, 0, 84, 0, 52, 10, 33, 32, 0, 1
37, 0, 76, 5, 26, 0, 39, 50, 10, 1
56, 0, 79, 0, 16, 1, 23, 63, 40, 4
38, 0, 77, 0, 36, -23, 39, 41, 2, 1
56, -2, 86, 0, 56, 3, 31, 30, 0, 1
45, 0, 80, 0, 46, 21, 35, 34, 0, 1
41, 0, 84, 0, 38, -18, 43, 45, 2, 1
37, 0, 92, 1, 8, 14, 54, 84, 30, 1
53, 8, 77, 0, -22, 0, 24, 101, 76, 4
37, 1, 97, 0, 34, 18, 60, 64, 4, 1
47, -2, 77, 0, 46, 0, 30, 31, 0, 1
46, 0, 81, -1, 46, 2, 35, 34, 0, 1
37, 0, 107, 0, 28, -27, 70, 78, 8, 1
37, -24, 106, -29, 30, -11, 69, 75, 6, 1
37, 0, 77, -5, 0, 0, 41, 77, 36, 1
45, -2, 77, 2, 44, 0, 32, 33, 0, 1
41, 0, 84, 7, 38, -1, 43, 45, 2, 1
46, 5, 78, 0, 46, 1, 32, 32, 0, 1
46, 0, 86, -7, 46, 12, 41, 40, 0, 1
37, 0, 80, 0, 8, 23, 43, 72, 28, 1
37, 0, 77, 8, 36, 0, 41, 41, 0, 1
64, 0, 111, 8, 62, -7, 46, 49, 2, 1
57, -2, 91, 0, 56, 0, 34, 34, 0, 1
79, 0, 83, -3, -32, -2, 4, 117, 112, 5
56, 0, 107, 0, 54, -12, 51, 53, 2, 1
43, -2, 77, 0, 42, -10, 34, 36, 2, 1
41, 2, 79, 0, 38, -20, 38, 41, 2, 1
41, 0, 81, 0, 42, 11, 40, 39, 0, 1
55, -3, 83, 0, 54, 0, 28, 28, 0, 1
37, 0, 77, 0, 34, -26, 41, 44, 2, 1
56, -1, 97, -3, 50, 21, 41, 48, 6, 4
37, 0, 78, 0, 16, -25, 42, 63, 22, 1
37, 0, 94, 0, 12, -6, 57, 81, 24, 1
37, -4, 80, 0, 20, 0, 43, 59, 16, 1
104, 0, 106, 0, 72, 3, 1, 33, 32, 5
41, 0, 79, 4, 38, 0, 38, 40, 2, 1
56, -3, 92, 0, 56, 0, 35, 35, 0, 1
37, 0, 94, 0, 8, -14, 57, 86, 30, 1
37, -1, 106, -15, 28, 0, 69, 78, 8, 1
52, 0, 88, -2, 52, 0, 35, 36, 0, 1
39, 0, 76, 2, 38, 0, 37, 37, 0, 1
54, 7, 77, 0, -22, 0, 23, 101, 78, 4
37, 0, 77, 0, -10, -2, 41, 88, 46, 1
50, -4, 86, 1, 50, 0, 37, 37, 0, 1
55, 0, 96, 0, 44, -21, 41, 52, 12, 4
37, 0, 79, 0, 36, 4, 43, 43, 0, 1
45, 0, 82, 0, 46, 20, 37, 35, 0, 1
41, 0, 83, 0, 38, -27, 41, 44, 2, 1
46, 0, 83, -3, 46, 11, 37, 37, 0, 1
55, 0, 78, 0, 12, 14, 23, 65, 42, 4
39, 0, 85, 2, 38, 0, 46, 46, 0, 1
43, -34, 91, 0, 2, 0, 48, 88, 40, 3
56, 0, 83, 0, 56, 2, 27, 26, 0, 1
44, 0, 77, 7, 44, 4, 33, 33, 0, 1
44, 4, 76, 0, 42, -14, 32, 34, 2, 1
46, 0, 82, 0, 46, 12, 36, 35, 0, 1
41, 0, 75, 0, 42, 10, 34, 34, 0, 1
79, 0, 83, -2, -46, 0, 4, 129, 126, 5
56, 0, 97, 0, 52, -21, 41, 46, 4, 4
44, -1, 86, -7, 44, 0, 42, 42, 0, 1
45, 0, 80, 1, 44, 0, 35, 36, 2, 1
75, 4, 79, 4, -42, 0, 4, 123, 120, 5
37, 0, 82, 0, 10, 20, 45, 72, 26, 1
42, 0, 77, 0, 42, 0, 35, 36, 2, 1
37, 0, 77, 0, 28, 13, 40, 48, 8, 1
37, 0, 77, 0, -22, 26, 41, 101, 60, 1
50, -3, 78, 0, 50, 0, 29, 29, 0, 1
52, 5, 79, 2, 52, 0, 27, 27, 0, 1
44, 1, 75, 0, 44, 13, 31, 31, 0, 1
45, 0, 77, 0, 44, -19, 32, 34, 2, 1
37, 0, 97, 0, 12, 13, 59, 84, 24, 1
51, 0, 84, 0, 52, 4, 33, 32, 0, 1
55, 0, 93, 0, 50, -8, 38, 44, 6, 4
53, 0, 83, 0, 54, 8, 30, 28, 0, 1
81, 0, 85, 0, -40, 9, 4, 126, 122, 5
45, -5, 81, 0, 44, 0, 36, 37, 0, 1
44, 4, 78, -6, 44, 1, 34, 34, 0, 1
37, 0, 80, 1, 10, 0, 43, 70, 26, 1
56, 0, 77, 0, 18, 22, 22, 59, 38, 4
37, 0, 108, 0, 36, 0, 71, 72, 2, 1
55, 0, 77, 8, -22, -26, 21, 100, 78, 4
56, 2, 98, 0, 42, 17, 42, 57, 14, 4
56, 0, 97, -1, 50, -26, 41, 48, 6, 4
37, -1, 79, 0, 36, 0, 42, 43, 0, 1
37, 0, 77, 2, 8, 0, 41, 70, 28, 1
37, 0, 95, 2, 8, -6, 58, 87, 30, 1
39, 2, 102, 0, 38, 0, 62, 63, 0, 1
49, 2, 78, 0, 46, -30, 29, 32, 2, 1
37, 0, 77, 0, 26, -27, 40, 51, 10, 1
45, -5, 93, 0, 46, 5, 48, 47, 0, 1
49, 4, 86, 0, 50, 0, 37, 37, 0, 1
37, 0, 79, 0, 16, 11, 42, 63, 22, 1
41, 0, 83, 0, 38, -21, 42, 44, 2, 1
55, 0, 81, 0, 54, -17, 26, 27, 2, 1
50, 1, 86, 2, 50, 0, 36, 37, 2, 1
85, -2, 88, 0, 0, -25, 3, 88, 84, 5
37, 0, 79, 0, 12, -21, 42, 66, 24, 1
50, 0, 102, 0, 50, 0, 51, 53, 2, 1
56, 0, 86, 0, 56, 14, 31, 30, 0, 1
50, 0, 85, 0, 50, 0, 36, 36, 0, 1
81, 1, 84, 0, -22, -5, 3, 108, 104, 5
53, 0, 86, 0, 52, -1, 33, 34, 2, 1
41, 0, 86, 1, 38, -4, 46, 48, 2, 1
55, 0, 92, 0, 28, -15, 36, 63, 28, 4
48, -3, 83, 0, 46, -3, 35, 37, 2, 1
56, 4, 95, 0, 50, 0, 40, 46, 6, 4
43, -1, 75, 0, 44, 15, 32, 31, 0, 1
49, -1, 81, 0, 46, -16, 33, 35, 2, 1
59, 0, 87, 0, 60, 20, 28, 28, 0, 1
51, 0, 82, 0, 52, 18, 31, 30, 0, 1
