@relation shuttle
@attribute A1 integer[27,126]
@attribute A2 integer[-4821,5075]
@attribute A3 integer[21,149]
@attribute A4 integer[-3939,3830]
@attribute A5 integer[-188,436]
@attribute A6 integer[-26739,15164]
@attribute A7 integer[-48,105]
@attribute A8 integer[-353,270]
@attribute A9 integer[-356,266]
@attribute Class {1, 2, 3, 4, 5, 6, 7}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9
@outputs Class
@data
80, 0, 84, -1, -42, 0, 4, 128, 124, 5
47, 4, 81, 0, 46, 0, 34, 35, 0, 1
37, 0, 76, 0, 28, 14, 40, 48, 8, 1
51, -2, 90, 0, 52, 3, 38, 38, 0, 1
37, 1, 90, 0, 24, 0, 52, 66, 14, 1
37, 0, 79, 7, 26, 0, 42, 53, 12, 1
53, 0, 86, 1, 54, 13, 33, 32, 0, 1
53, -2, 102, -2, 54, 1, 49, 48, 0, 1
54, -4, 78, -3, 54, 0, 24, 24, 0, 1
56, 1, 77, 0, 8, -28, 22, 70, 48, 4
56, 1, 97, 0, 54, -22, 40, 42, 2, 1
77, 1, 81, 0, -42, 0, 4, 125, 122, 5
55, 0, 79, 0, 18, -20, 23, 61, 38, 4
56, 1, 98, 0, 44, 3, 42, 54, 12, 4
37, 0, 80, 0, 24, 18, 43, 57, 14, 1
55, 0, 95, 0, 54, 23, 40, 41, 2, 1
41, 3, 83, 0, 42, 3, 41, 41, 0, 1
44, 0, 86, -1, 44, 8, 42, 42, 0, 1
44, 0, 89, 0, 44, 0, 45, 45, 0, 1
44, 1, 75, 0, 44, 0, 31, 31, 0, 1
44, 3, 77, 0, 44, 23, 33, 33, 0, 1
37, 0, 91, -7, 16, 0, 53, 75, 22, 1
37, 0, 78, 0, 8, -6, 42, 70, 28, 1
49, -3, 77, 0, 46, -29, 28, 30, 2, 1
44, 2, 77, 0, 44, 21, 33, 33, 0, 1
84, -2, 88, 0, 2, 0, 3, 85, 82, 5
56, 5, 77, 0, -24, 0, 21, 103, 82, 4
56, -1, 88, 0, 56, 0, 31, 31, 0, 1
38, 0, 94, 1, 38, 5, 56, 55, 0, 1
55, 0, 77, -3, 10, 11, 22, 67, 46, 4
41, 0, 76, 0, 42, 9, 35, 34, 0, 1
46, 0, 86, 0, 46, 14, 40, 39, 0, 1
44, -3, 82, 0, 44, 2, 38, 38, 0, 1
42, -7, 76, 0, 42, 0, 34, 35, 2, 1
47, 0, 84, 0, 46, -1, 37, 37, 0, 1
37, -1, 77, -3, 20, -7, 40, 57, 16, 1
55, -3, 98, 0, 52, 1, 42, 46, 4, 4
80, 0, 84, 0, -42, -10, 4, 128, 124, 5
37, 0, 98, 1, 30, 0, 61, 67, 6, 1
46, -4, 83, 0, 44, -30, 37, 39, 2, 1
84, -1, 88, 0, 2, 0, 3, 85, 82, 5
45, -1, 76, 0, 44, -27, 31, 32, 2, 1
55, 0, 78, 7, 24, 0, 23, 55, 32, 4
49, 0, 107, 0, 50, 12, 58, 58, 0, 1
76, 0, 81, 0, -42, 0, 5, 125, 120, 5
49, 1, 81, 0, 50, 13, 33, 32, 0, 1
76, -3, 81, 0, -40, 0, 5, 122, 118, 5
40, -1, 82, 0, 38, 0, 42, 43, 2, 1
64, -1, 111, 0, 62, -1, 47, 49, 2, 1
43, -2, 75, 0, 42, -13, 32, 34, 2, 1
55, 3, 78, -1, 54, 0, 23, 24, 0, 1
56, 1, 91, 0, 56, 9, 35, 34, 0, 1
85, 0, 88, -2, 2, -5, 3, 86, 82, 5
37, -1, 79, 0, 24, 0, 42, 55, 14, 1
49, 0, 82, 0, 50, 24, 33, 33, 0, 1
51, 0, 88, 0, 52, 25, 37, 37, 0, 1
55, -2, 91, 0, 54, 0, 36, 37, 0, 1
53, 1, 81, 0, 54, 293, 27, 26, 0, 1
49, -2, 101, 0, 50, 0, 52, 52, 0, 1
41, 0, 108, 0, 38, 0, 67, 69, 2, 1
105, -2, 106, 0, 70, 0, 1, 36, 36, 5
45, 0, 87, 0, 44, -7, 42, 43, 2, 1
37, 0, 77, 0, 24, -15, 40, 54, 14, 1
42, 0, 83, 5, 42, 0, 41, 42, 2, 1
37, 0, 76, 5, 28, 0, 40, 48, 8, 1
55, 0, 92, -1, -6, -30, 36, 99, 64, 4
37, 0, 77, 0, 2, 20, 40, 74, 34, 1
40, -4, 79, 1, 38, 0, 38, 40, 2, 1
46, 1, 81, 0, 44, -9, 35, 37, 2, 1
41, 1, 85, 0, 42, 2, 44, 44, 0, 1
37, 0, 79, 0, 38, 22, 42, 41, 0, 1
57, 0, 88, 0, 56, 0, 31, 31, 0, 1
45, 0, 83, 0, 46, 5, 38, 37, 0, 1
55, 0, 78, 8, 26, 0, 23, 52, 30, 4
55, 0, 93, 0, 2, -2, 38, 91, 52, 4
37, 0, 80, 2, 16, 14, 43, 65, 22, 1
46, 0, 84, 0, 46, 0, 39, 38, 0, 1
56, 3, 76, 0, -14, 0, 20, 92, 72, 4
81, 3, 84, 0, -14, -4, 3, 99, 96, 5
37, 0, 75, 0, 24, 0, 38, 52, 14, 1
57, 4, 92, 0, 56, 0, 35, 35, 0, 1
41, 0, 83, 1, 42, 0, 42, 42, 0, 1
44, 3, 86, 0, 42, -12, 43, 45, 2, 1
43, 0, 79, 0, 44, 28, 35, 35, 0, 1
84, 0, 88, 0, 0, 25, 3, 88, 84, 5
43, -1, 79, 0, 42, -13, 35, 37, 2, 1
55, 0, 77, 0, -4, -26, 21, 82, 60, 4
37, 0, 75, 0, 28, -6, 38, 46, 8, 1
44, -3, 83, 0, 44, 4, 39, 39, 0, 1
54, 4, 82, 0, 54, 0, 28, 28, 0, 1
37, 0, 80, 0, 6, -8, 43, 75, 32, 1
37, 0, 76, -2, 20, -6, 40, 55, 16, 1
46, 2, 79, 0, 46, 0, 33, 33, 0, 1
37, -1, 78, 0, 8, -30, 42, 70, 28, 1
46, 3, 87, 0, 46, 1, 41, 41, 0, 1
45, 2, 76, 2, 44, 0, 31, 32, 2, 1
37, -2, 106, -6, 16, -883, 69, 90, 22, 1
56, 0, 77, 0, -6, -11, 21, 85, 64, 4
55, 5, 83, 0, 54, 0, 28, 29, 2, 1
55, 0, 78, -7, 12, 0, 23, 65, 42, 4
41, 0, 106, 0, 38, -19, 64, 67, 2, 1
37, 0, 80, 0, 34, -22, 43, 46, 2, 1
37, 0, 79, -3, 24, 0, 42, 55, 14, 1
43, 0, 77, -1, 42, -2, 34, 36, 2, 1
41, -5, 86, 0, 38, -26, 45, 47, 2, 1
58, 2, 86, 0, 56, 0, 28, 29, 2, 1
45, 3, 83, 0, 44, 0, 38, 39, 2, 1
53, 3, 80, 0, 54, 18, 27, 26, 0, 1
37, 0, 79, 0, 18, 26, 42, 61, 18, 1
42, 4, 83, 0, 42, 0, 40, 41, 2, 1
42, 0, 81, 0, 42, 0, 38, 39, 2, 1
44, 0, 88, 0, 44, 6, 44, 44, 0, 1
81, 0, 84, 0, -14, 14, 3, 100, 96, 5
43, -1, 81, -3, 42, -14, 37, 39, 2, 1
56, 0, 107, 0, 56, 7, 51, 50, 0, 1
55, 0, 77, 4, -22, 1, 21, 100, 78, 4
45, 0, 93, 0, 46, 12, 48, 47, 0, 1
43, 0, 76, 0, 44, 20, 32, 32, 0, 1
46, 0, 88, 8, 46, 6, 42, 41, 0, 1
40, -1, 79, 0, 38, 0, 38, 40, 2, 1
56, 0, 97, 0, 44, 3, 41, 53, 12, 4
39, 1, 77, 0, 38, 0, 38, 38, 0, 1
76, -1, 81, 0, -40, 10, 5, 122, 116, 5
79, 0, 83, 0, -46, -29, 4, 130, 126, 5
82, 3, 86, 2, -2, 0, 3, 88, 84, 5
47, 3, 90, 0, 46, 0, 43, 43, 0, 1
40, -1, 88, 0, 38, 0, 47, 49, 2, 1
38, -6, 90, 0, 6, 0, 52, 85, 34, 1
56, 0, 81, 0, -4, 1, 25, 86, 62, 4
79, 0, 83, 0, -28, 2, 4, 112, 108, 5
79, 0, 84, 2, -42, -5, 4, 128, 124, 5
37, 0, 83, 0, 8, 19, 47, 75, 28, 1
45, 0, 81, 0, 46, 19, 36, 35, 0, 1
37, 0, 76, 0, 18, -8, 40, 58, 18, 1
37, 0, 76, 0, 36, 26, 39, 40, 0, 1
44, 1, 77, 0, 44, 6, 34, 34, 0, 1
37, 0, 83, 0, 34, 12, 46, 49, 4, 1
55, 0, 97, -1, 42, 0, 42, 56, 14, 4
51, 4, 85, 0, 50, 0, 34, 36, 2, 1
37, 0, 83, 0, 30, 24, 46, 52, 6, 1
54, 3, 80, 0, 54, 0, 26, 26, 0, 1
49, 3, 88, 0, 50, 0, 39, 39, 0, 1
53, -3, 79, 0, 52, -16, 26, 27, 2, 1
45, -1, 77, 0, 44, 0, 32, 33, 0, 1
38, -3, 75, 0, 38, 0, 37, 36, 0, 1
56, -1, 86, 0, 56, 2, 30, 29, 0, 1
37, 0, 77, 8, 36, 0, 40, 41, 0, 1
37, 0, 79, 0, 10, -5, 42, 68, 26, 1
43, 0, 83, 0, 42, -11, 39, 41, 2, 1
45, 5, 81, 0, 44, 0, 36, 37, 0, 1
55, 0, 98, 0, 42, -19, 42, 57, 14, 4
56, 3, 80, 0, -10, 0, 24, 90, 66, 4
44, 2, 86, -6, 44, 15, 42, 42, 0, 1
56, -2, 91, -3, 54, -17, 35, 37, 2, 1
47, 0, 88, 7, 46, 0, 41, 42, 0, 1
50, -6, 86, -3, 50, -5, 36, 37, 0, 1
41, 2, 81, 0, 42, 14, 39, 39, 0, 1
53, 4, 81, 0, 54, 0, 27, 26, 0, 1
37, 0, 97, -5, 18, -7, 60, 79, 18, 1
55, 0, 95, 0, 52, -24, 40, 44, 4, 4
45, 0, 83, 3, 44, 0, 38, 39, 2, 1
37, -1, 79, 0, 24, 28, 42, 55, 14, 1
37, 0, 78, 0, 12, -21, 42, 65, 24, 1
41, 0, 80, -7, 42, 3, 39, 39, 0, 1
37, 4, 79, 0, 34, 3, 42, 46, 4, 1
37, 3, 77, -1, -22, 1, 41, 101, 60, 1
56, 0, 77, 0, 18, 11, 22, 59, 38, 4
46, 0, 86, 0, 44, -29, 40, 42, 2, 1
51, 0, 83, 0, 52, 13, 32, 31, 0, 1
56, 0, 97, 0, 54, 17, 41, 42, 2, 1
55, 0, 78, 0, 6, -10, 23, 73, 50, 4
56, -1, 83, 0, 56, 3, 27, 26, 0, 1
37, 0, 75, 0, 20, -5, 38, 54, 16, 1
37, 0, 76, 3, 24, 31, 39, 52, 14, 1
55, 0, 92, -6, 0, 0, 36, 92, 56, 4
37, 0, 80, 0, 16, -2, 43, 65, 22, 1
42, 0, 86, -3, 42, 0, 43, 44, 2, 1
44, -104, 82, -1, 44, -1, 38, 38, 0, 1
37, -2, 81, 1, 36, 0, 44, 44, 0, 1
55, 0, 83, 1, -30, 6, 27, 114, 86, 4
51, -5, 90, 0, 52, 17, 39, 38, 0, 1
44, -1, 77, 0, 44, 0, 33, 34, 0, 1
46, 5, 81, 0, 44, -18, 35, 37, 2, 1
41, 0, 106, 0, 38, 0, 65, 67, 2, 1
56, 0, 90, 0, 56, 7, 34, 33, 0, 1
41, -1, 78, 0, 42, 8, 37, 37, 0, 1
37, 0, 78, 0, 18, -14, 42, 60, 18, 1
51, 0, 81, 0, 52, 17, 30, 30, 0, 1
37, 0, 77, 0, 26, -10, 41, 52, 10, 1
47, -3, 84, -4, 46, 0, 38, 38, 0, 1
56, 0, 97, 0, 42, -12, 41, 55, 14, 4
53, 0, 80, 0, 54, 3, 27, 26, 0, 1
41, 1, 77, 0, 42, 11, 36, 36, 0, 1
44, -4, 77, 2, 44, 0, 34, 34, 0, 1
43, -1, 78, 0, 44, 12, 35, 34, 0, 1
45, 0, 87, 2, 44, 0, 42, 43, 2, 1
56, 4, 99, 0, 50, 5, 43, 49, 6, 4
84, -3, 88, 0, 6, 0, 5, 83, 78, 5
46, 1, 78, 0, 46, 4, 32, 32, 0, 1
56, 0, 97, 2, 50, 0, 41, 48, 6, 4
85, 0, 88, -6, 6, 0, 3, 83, 80, 5
41, 0, 81, 0, 42, 15, 41, 40, 0, 1
40, 0, 86, 0, 38, -2, 45, 47, 2, 1
102, 0, 102, 0, 70, -1, 1, 33, 32, 5
55, 1, 86, 0, 54, -6, 30, 32, 2, 1
55, 0, 78, -2, 8, 0, 23, 70, 48, 4
55, 0, 82, 0, -40, -5, 26, 123, 96, 4
37, 0, 107, 8, 26, 0, 69, 81, 12, 1
48, 0, 77, -3, 46, 0, 29, 31, 2, 1
37, 0, 80, 1, 16, 11, 43, 65, 22, 1
37, 0, 81, -1, 36, -3, 44, 44, 0, 1
53, 0, 85, 0, 52, -18, 32, 33, 2, 1
49, 0, 106, 0, 50, 2, 56, 57, 0, 1
46, 0, 92, 1, 46, 0, 45, 45, 0, 1
49, -1, 81, -5, 50, -8, 32, 32, 0, 1
41, 0, 82, 0, 42, 21, 41, 41, 0, 1
81, 0, 85, 0, -40, 3, 4, 126, 122, 5
45, 0, 86, 3, 44, 0, 41, 42, 2, 1
46, -1, 87, 0, 46, 0, 41, 41, 0, 1
38, 0, 78, 8, 38, 0, 40, 39, 0, 1
55, 0, 79, 0, 8, -9, 23, 71, 48, 4
45, -1, 86, 5, 44, 0, 42, 42, 0, 1
43, 0, 86, 0, 44, 11, 42, 42, 0, 1
37, 0, 81, 0, -2, 0, 44, 84, 40, 1
47, 4, 81, 2, 46, 0, 34, 35, 0, 1
45, 0, 84, 0, 44, 0, 38, 40, 2, 1
55, 0, 78, 1, 26, 6, 23, 52, 30, 4
45, 0, 85, 0, 44, 350, 41, 41, 0, 1
62, 0, 109, 0, 62, 9, 48, 47, 0, 1
56, 0, 96, 7, 54, 31, 40, 42, 2, 1
51, 0, 81, -4, 52, 3, 30, 30, 0, 1
37, 1, 80, 0, 34, 19, 43, 46, 4, 1
55, 0, 98, 0, 44, 9, 42, 54, 12, 4
50, -1, 87, -6, 50, 0, 37, 38, 0, 1
37, 0, 79, 6, 12, 0, 42, 66, 24, 1
39, -3, 79, 0, 38, 0, 39, 40, 0, 1
42, 0, 76, -3, 42, 0, 34, 35, 0, 1
39, 0, 106, 0, 38, 0, 67, 67, 0, 1
43, 0, 81, 1, 42, -4, 38, 40, 2, 1
52, 0, 86, -2, 52, 0, 35, 35, 0, 1
37, 0, 77, 6, 36, -7, 39, 41, 2, 1
56, 0, 96, -3, 52, -1, 40, 44, 4, 4
37, -78, 75, -1, 26, -20, 38, 49, 12, 3
37, 0, 99, -5, 28, 0, 61, 70, 8, 1
56, 0, 97, 0, 46, 20, 41, 50, 10, 4
37, 0, 83, 0, 34, -5, 46, 49, 2, 1
42, 3, 86, 0, 42, 0, 45, 45, 0, 1
37, 0, 84, 0, 24, 6, 47, 61, 14, 1
37, 0, 77, 0, 34, 3, 40, 43, 4, 1
38, 0, 109, -6, 38, 0, 71, 71, 0, 1
56, -1, 81, 0, 54, -30, 24, 26, 2, 1
44, 0, 81, 0, 42, -28, 37, 39, 2, 1
51, 0, 102, 0, 50, -2, 51, 53, 2, 1
49, 0, 82, 0, 46, -8, 33, 35, 2, 1
43, 0, 77, 0, 44, 28, 34, 33, 0, 1
49, 5, 95, -3, 50, 3, 46, 46, 0, 1
43, -1, 79, 0, 42, -20, 35, 37, 2, 1
56, 0, 81, 0, -4, 18, 25, 86, 62, 4
56, -2, 96, -3, 52, -3, 40, 44, 4, 4
55, -4, 98, -1, 52, 3, 42, 46, 4, 4
37, 0, 77, -1, 34, -2, 40, 43, 4, 1
56, 1, 82, 0, 56, 3, 26, 25, 0, 1
108, 0, 108, -6, 72, 7, 1, 36, 36, 5
56, 2, 82, 0, 56, 5, 26, 25, 0, 1
52, 0, 86, -7, 52, 0, 33, 34, 0, 1
40, 0, 86, -6, 38, 0, 46, 48, 2, 1
51, 1, 78, 0, 52, 8, 27, 26, 0, 1
45, 0, 89, -2, 44, 0, 44, 45, 0, 1
56, 5, 86, 0, 54, -16, 31, 32, 2, 1
55, -2, 99, 1, 42, 0, 43, 57, 14, 4
47, 4, 77, -1, 46, -2, 30, 31, 0, 1
105, 3, 106, 3, 70, 0, 1, 36, 36, 5
37, 0, 101, -3, 28, 0, 64, 73, 8, 1
41, 0, 83, 0, 42, 19, 42, 42, 0, 1
42, 0, 83, -4, 42, 0, 41, 42, 2, 1
56, 1, 96, 0, 54, 3, 40, 42, 2, 1
56, 0, 81, 0, -10, -10, 25, 92, 66, 4
37, -2, 76, 0, 38, 8, 39, 37, 0, 1
56, 3, 96, 0, 38, -5, 40, 57, 18, 4
86, 4, 89, 0, 2, -7, 3, 86, 84, 5
39, -4, 83, 5, 38, 0, 44, 44, 0, 1
45, -1, 82, 0, 46, 14, 37, 35, 0, 1
45, 0, 86, -1, 46, 11, 41, 40, 0, 1
44, 0, 83, 0, 42, -16, 40, 42, 2, 1
46, 2, 79, 2, 46, 1, 33, 32, 0, 1
42, 1, 84, 0, 42, 0, 43, 43, 0, 1
41, 1, 78, 0, 38, -9, 37, 39, 2, 1
55, 0, 80, 0, -2, 0, 25, 83, 58, 4
47, 0, 88, -2, 46, 0, 41, 41, 0, 1
37, 0, 79, -2, 12, -5, 43, 66, 24, 1
49, 0, 88, 3, 46, -9, 40, 42, 2, 1
46, 0, 88, -1, 46, 13, 43, 42, 0, 1
41, -2, 80, 0, 42, 15, 39, 39, 0, 1
37, -2, 77, 0, 38, 7, 39, 38, 0, 1
105, 2, 106, 1, 70, 0, 1, 36, 34, 5
73, 9, 77, 7, -42, -4, 4, 121, 118, 5
55, 0, 98, 0, 54, 16, 42, 44, 2, 1
53, 4, 88, 0, 54, 5, 35, 34, 0, 1
50, 3, 82, 0, 50, 0, 32, 33, 0, 1
49, 0, 86, 0, 46, -11, 37, 39, 2, 1
43, 0, 81, 0, 44, 10, 38, 37, 0, 1
49, 1, 78, 0, 50, 7, 29, 29, 0, 1
55, 0, 77, -2, -4, 13, 21, 82, 60, 4
55, 5, 77, 0, 28, 0, 21, 48, 28, 4
44, 0, 86, -1, 44, 11, 42, 42, 0, 1
43, 0, 81, 0, 42, -5, 37, 39, 2, 1
38, 5, 106, 0, 38, 1, 68, 67, 0, 1
83, 0, 86, -1, -4, 0, 3, 92, 88, 5
51, 2, 81, 0, 52, 8, 30, 30, 0, 1
40, -3, 79, 1, 38, 0, 38, 40, 2, 1
47, -2, 89, 0, 46, 0, 41, 42, 0, 1
82, 0, 86, -2, -40, 0, 4, 128, 124, 5
41, 0, 81, 0, 38, -23, 40, 42, 2, 1
37, 0, 77, 0, 26, 6, 40, 51, 10, 1
55, -2, 99, 4, 46, 0, 43, 52, 8, 4
82, 0, 86, 0, -10, 17, 3, 96, 92, 5
56, 0, 95, 4, 46, 0, 40, 49, 10, 4
55, 0, 79, 0, 54, 0, 24, 24, 0, 1
42, 0, 108, 0, 42, 0, 66, 67, 2, 1
37, 0, 77, 0, 28, 134, 40, 48, 8, 1
37, 0, 76, -6, 34, 0, 40, 43, 2, 1
56, 0, 95, 0, 46, 13, 40, 49, 10, 4
39, -3, 79, -3, 38, 0, 40, 40, 0, 1
56, 0, 82, 1, -12, 3, 26, 95, 68, 4
55, 0, 79, 4, 6, 0, 23, 74, 50, 4
55, 0, 81, 0, -10, -5, 25, 91, 66, 4
37, 0, 97, -4, 18, -6, 60, 79, 18, 1
42, -30, 76, 0, 42, 0, 34, 35, 2, 3
37, 0, 77, -1, 16, -11, 40, 62, 22, 1
48, 0, 83, -5, 46, 0, 35, 37, 2, 1
53, 0, 86, 0, 54, 5, 33, 32, 0, 1
37, 0, 77, 0, 16, -7, 40, 62, 22, 1
37, 1, 81, 1, 36, 0, 43, 44, 2, 1
80, 0, 84, -5, -42, 0, 4, 128, 124, 5
55, -3, 79, 0, 6, 0, 23, 74, 50, 4
45, 0, 85, 0, 46, 8, 40, 39, 0, 1
37, -1, 81, 3, -2, 0, 44, 83, 40, 1
55, 0, 78, 0, 42, -6, 23, 37, 14, 4
53, 0, 81, 0, 54, 234, 27, 26, 0, 1
43, 0, 77, 0, 42, -7, 34, 35, 2, 1
42, 0, 79, -1, 42, 0, 36, 37, 2, 1
56, 0, 76, 0, -6, 15, 20, 84, 64, 4
41, 1, 86, 0, 38, 0, 46, 48, 2, 1
55, 0, 78, 0, 10, 5, 23, 68, 46, 4
56, 0, 77, -4, 24, 0, 22, 54, 32, 4
40, -4, 81, 0, 38, 0, 40, 42, 2, 1
49, 0, 86, 1, 46, -12, 38, 40, 2, 1
56, 0, 79, 3, 16, 0, 23, 63, 40, 4
37, 0, 74, 0, 30, 31, 37, 43, 6, 1
37, 0, 79, 0, 24, -12, 42, 55, 14, 1
