@relation shuttle
@attribute A1 integer[27,126]
@attribute A2 integer[-4821,5075]
@attribute A3 integer[21,149]
@attribute A4 integer[-3939,3830]
@attribute A5 integer[-188,436]
@attribute A6 integer[-26739,15164]
@attribute A7 integer[-48,105]
@attribute A8 integer[-353,270]
@attribute A9 integer[-356,266]
@attribute Class {1, 2, 3, 4, 5, 6, 7}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9
@outputs Class
@data
45, 0, 89, 0, 44, -20, 44, 45, 2, 1
37, 0, 103, 0, 30, -3, 66, 72, 6, 1
37, 0, 76, 0, 30, 25, 40, 45, 6, 1
56, 0, 96, 0, 46, 0, 40, 50, 10, 4
46, 0, 93, 2, 46, 0, 48, 47, 0, 1
61, -3, 111, 0, 62, 0, 50, 49, 0, 1
55, 0, 97, 0, 46, 0, 41, 50, 8, 4
49, 0, 84, 0, 50, 27, 35, 35, 0, 1
52, -5, 86, 0, 52, 0, 35, 35, 0, 1
41, 0, 81, 2, 38, -1, 41, 43, 2, 1
45, 0, 85, 0, 46, 22, 40, 39, 0, 1
51, -1, 84, 0, 50, -11, 33, 35, 2, 1
56, 0, 77, 0, 44, -23, 22, 34, 12, 4
44, -2, 78, 0, 44, 1, 34, 34, 0, 1
56, 0, 97, 0, 42, 6, 41, 55, 14, 4
45, 0, 88, 0, 44, -6, 42, 44, 2, 1
102, 0, 102, 0, 70, 0, 1, 33, 32, 5
39, 1, 102, 0, 38, 0, 63, 63, 0, 1
37, 0, 98, 7, 34, 0, 61, 64, 2, 1
56, 0, 81, 0, 56, 12, 25, 24, 0, 1
41, 0, 81, -2, 42, -3, 40, 40, 0, 1
41, -2, 86, 0, 38, -8, 45, 47, 2, 1
46, 0, 86, 0, 44, -26, 41, 42, 2, 1
36, -5, 81, 0, 36, 0, 45, 45, 0, 1
37, 0, 78, 0, 16, -15, 41, 63, 22, 1
42, 0, 76, -1, 42, -2, 35, 35, 0, 1
41, 4, 78, 0, 38, -18, 37, 39, 2, 1
37, 1, 77, 0, 2, 24, 40, 74, 34, 1
37, 0, 76, 0, 36, 13, 39, 40, 2, 1
37, 0, 96, 4, 10, 0, 59, 86, 28, 1
37, 0, 102, 0, 36, 4, 65, 66, 2, 1
84, 0, 88, 0, 0, 8, 3, 88, 84, 5
37, 0, 76, 0, 26, -24, 39, 50, 10, 1
55, 0, 77, 2, -30, -10, 22, 108, 86, 4
45, 0, 88, 0, 46, 31, 42, 41, 0, 1
39, 1, 76, -1, 38, 0, 37, 37, 0, 1
44, 1, 86, 0, 44, 16, 42, 42, 0, 1
45, 0, 88, 1, 44, 1, 43, 44, 2, 1
56, 0, 97, 0, 52, -19, 41, 45, 4, 4
43, 0, 81, 0, 42, -22, 38, 40, 2, 1
46, 4, 79, 0, 44, -11, 33, 35, 2, 1
56, 4, 95, 0, 44, -7, 39, 51, 12, 4
53, -4, 81, 1, 54, 6, 28, 27, 0, 1
37, 0, 99, 0, 28, -13, 61, 70, 8, 1
45, 1, 79, 0, 44, -8, 33, 35, 2, 1
45, 0, 84, 0, 46, 31, 38, 37, 0, 1
55, 0, 95, -7, 42, -3, 40, 54, 14, 4
41, 1, 80, 0, 38, -4, 39, 41, 2, 1
53, 0, 79, 0, 54, 22, 26, 24, 0, 1
46, -1, 90, -3, 46, -5, 43, 43, 0, 1
52, 0, 88, -2, 52, -3, 36, 36, 0, 1
58, 1, 84, 0, 56, 0, 25, 27, 2, 1
56, -1, 97, 5, 36, 0, 41, 60, 20, 4
104, 0, 106, 0, 72, 7, 1, 33, 32, 5
37, 0, 75, 0, 30, 3, 38, 44, 6, 1
58, -5, 86, 0, 56, 0, 29, 30, 0, 1
43, 0, 76, 0, 42, -12, 32, 34, 2, 1
46, 0, 86, 1, 46, 2, 41, 40, 0, 1
43, 0, 77, -2, 42, 0, 34, 35, 2, 1
46, 0, 79, 0, 44, -12, 33, 35, 2, 1
44, 0, 81, 0, 42, -27, 37, 39, 2, 1
41, 0, 86, 0, 38, -24, 45, 48, 2, 1
54, 3, 86, 0, 54, 0, 33, 32, 0, 1
37, 0, 76, 0, 18, 14, 39, 58, 18, 1
37, 0, 105, -6, 30, 7, 68, 74, 6, 1
49, 0, 83, 0, 50, 24, 34, 33, 0, 1
45, 1, 79, 0, 44, 0, 35, 35, 0, 1
55, 0, 79, 0, 18, -16, 23, 61, 38, 4
52, 0, 88, 0, 52, -6, 36, 37, 0, 1
37, 1, 77, 0, 0, -4, 40, 77, 36, 1
53, 0, 103, 0, 54, 20, 50, 49, 0, 1
37, 0, 78, 0, 12, 27, 41, 65, 24, 1
41, 0, 86, 0, 38, -15, 46, 48, 2, 1
39, 0, 77, 0, 38, 0, 37, 38, 0, 1
47, 0, 95, 2, 46, 0, 48, 49, 0, 1
38, 0, 97, 0, 38, 0, 59, 59, 0, 1
56, 0, 78, 8, -22, 0, 22, 101, 80, 4
49, 0, 83, 0, 46, -17, 34, 37, 2, 1
55, 0, 77, 5, -18, 0, 21, 95, 74, 4
56, 0, 98, 3, 46, 0, 42, 51, 10, 4
56, 0, 78, 2, -22, 0, 22, 101, 80, 4
82, 0, 85, -2, -6, 3, 3, 93, 90, 5
55, 0, 96, 3, 42, -13, 41, 55, 14, 4
55, 0, 77, 0, 26, 13, 21, 51, 30, 4
38, -1, 81, 0, 38, 0, 43, 42, 0, 1
56, 0, 95, 0, 54, -10, 40, 41, 2, 1
38, -3, 77, 0, 38, 0, 39, 39, 0, 1
55, 0, 95, -2, 36, 0, 39, 59, 20, 4
37, 0, 79, 0, 36, 10, 41, 43, 2, 1
42, 3, 83, 0, 42, 0, 41, 42, 2, 1
50, -3, 83, 0, 50, 0, 33, 33, 0, 1
37, 0, 76, 0, 30, -1, 40, 45, 6, 1
44, 4, 79, 0, 44, 20, 35, 35, 0, 1
37, 0, 79, 0, 12, 6, 42, 66, 24, 1
56, 0, 81, -5, -4, 0, 25, 86, 62, 4
56, 0, 96, -1, 54, 6, 40, 42, 2, 1
37, 0, 77, 0, 20, -10, 40, 56, 16, 1
55, 0, 97, 4, 44, 0, 41, 53, 12, 4
56, 3, 98, 0, 38, -8, 42, 59, 18, 4
55, 0, 80, 7, 20, -6, 25, 59, 34, 4
52, 3, 83, 0, 52, 0, 31, 31, 0, 1
48, 0, 81, 0, 50, 31, 33, 32, 0, 1
37, 0, 76, 0, 20, 0, 39, 55, 16, 1
56, 0, 84, 0, 56, 4, 29, 28, 0, 1
56, 0, 92, -4, 0, 0, 36, 92, 56, 4
48, -5, 83, 0, 46, -7, 34, 36, 2, 1
37, 5, 80, 0, 30, -14, 43, 49, 6, 1
41, -3, 79, 0, 42, 1, 38, 37, 0, 1
56, -2, 87, 0, 56, 11, 31, 30, 0, 1
57, -2, 83, 1, 56, 0, 25, 26, 0, 1
43, 0, 83, 1, 42, 0, 40, 41, 2, 1
50, 4, 91, 1, 50, 0, 41, 42, 0, 1
49, 0, 108, 7, 50, 0, 58, 58, 0, 1
37, 0, 78, 0, 8, -2, 42, 70, 28, 1
52, 0, 86, -1, 52, -7, 33, 34, 0, 1
37, 0, 81, 0, 24, -11, 45, 58, 14, 1
55, 0, 95, -2, 44, 0, 40, 51, 12, 4
44, 0, 76, 1, 44, 6, 32, 32, 0, 1
37, 0, 76, 0, 26, -11, 39, 50, 12, 1
37, 0, 95, 0, 8, -22, 58, 87, 30, 1
43, -2, 77, 0, 42, -15, 34, 35, 2, 1
55, 0, 95, 0, 46, -20, 40, 49, 8, 4
37, 5, 77, 0, 34, 0, 39, 43, 4, 1
40, -1, 86, 0, 38, 0, 46, 47, 2, 1
37, 0, 82, 0, 38, 15, 45, 43, 0, 1
46, 0, 85, 0, 44, -10, 39, 41, 2, 1
46, -2, 109, 2, 46, 0, 63, 63, 0, 1
55, 0, 77, 0, -12, -2, 21, 90, 68, 4
44, 1, 79, 0, 42, -22, 35, 37, 2, 1
45, -2, 77, 0, 44, -24, 32, 34, 2, 1
37, -1, 80, 0, 18, -7, 43, 62, 18, 1
55, 0, 78, 5, 10, 7, 23, 68, 46, 4
56, 0, 81, 0, -2, 7, 25, 83, 58, 4
46, 0, 82, 2, 46, 8, 36, 35, 0, 1
56, 0, 78, 0, 54, -10, 22, 24, 2, 1
56, 0, 77, 0, 24, 7, 22, 54, 32, 4
45, 0, 81, 0, 46, 25, 36, 35, 0, 1
37, 0, 79, 0, 28, 5, 42, 51, 8, 1
46, 4, 82, 0, 44, -10, 36, 38, 2, 1
56, 0, 81, -1, -4, 0, 25, 86, 62, 4
45, 0, 88, -1, 44, -13, 42, 44, 2, 1
37, 4, 81, 0, 36, -2, 43, 44, 2, 1
41, 0, 85, 0, 42, 19, 44, 44, 0, 1
48, 0, 85, 0, 46, -4, 37, 39, 2, 1
80, 0, 84, 1, -40, 14, 5, 126, 122, 5
37, 0, 92, 3, 8, 3, 55, 84, 30, 1
42, 2, 77, 8, 42, 0, 35, 36, 0, 1
37, 0, 80, 0, 36, 19, 43, 44, 0, 1
37, 0, 105, 0, 16, -18, 68, 89, 22, 1
49, 3, 81, 0, 50, 15, 33, 32, 0, 1
41, 5, 88, 0, 42, 2, 47, 47, 0, 1
37, 0, 76, -5, 36, -15, 39, 40, 2, 1
53, 0, 86, 0, 52, -16, 33, 35, 2, 1
37, 0, 106, 0, 26, 17, 68, 80, 12, 1
37, 0, 77, 7, 28, 1, 40, 49, 8, 1
50, 1, 78, -5, 50, 0, 29, 29, 0, 1
45, -5, 86, 0, 44, 0, 41, 42, 2, 1
41, 0, 89, 0, 42, 24, 48, 48, 0, 1
49, 0, 79, 0, 46, -19, 30, 32, 2, 1
55, 0, 82, 0, 54, 28, 26, 28, 2, 1
37, 1, 77, 0, 36, 0, 41, 41, 0, 1
46, -5, 76, 0, 46, 0, 29, 29, 0, 1
49, 0, 83, -2, 46, -8, 34, 37, 2, 1
56, 0, 97, 0, 52, 5, 41, 46, 4, 4
46, -3, 87, 1, 46, 0, 41, 41, 0, 1
45, 0, 93, -4, 44, 0, 48, 49, 0, 1
56, 0, 81, 0, 56, 7, 25, 24, 0, 1
56, 4, 98, 0, 42, 12, 42, 57, 14, 4
53, 3, 85, 0, 54, 1, 32, 31, 0, 1
37, 0, 77, 6, 34, 0, 41, 44, 2, 1
37, 0, 76, 0, 24, 0, 40, 53, 14, 1
37, 0, 78, 0, 2, 5, 42, 75, 34, 1
37, -1, 106, -2, 34, -4, 69, 72, 4, 1
37, 0, 79, 0, 34, 25, 42, 45, 4, 1
44, 3, 83, 3, 44, 1, 38, 39, 0, 1
49, 0, 86, 0, 46, -19, 38, 40, 2, 1
56, 0, 82, 0, 56, 8, 26, 25, 0, 1
45, -2, 88, 0, 44, 18, 43, 44, 2, 1
49, 0, 84, 0, 46, -24, 35, 37, 2, 1
37, 0, 77, 0, 0, 0, 41, 77, 36, 1
56, 2, 92, 0, 54, 0, 36, 38, 2, 1
46, 0, 82, 0, 44, -13, 36, 38, 2, 1
52, 1, 83, 5, 52, 0, 30, 31, 0, 1
43, -3, 86, -2, 42, 0, 44, 45, 2, 1
56, 0, 95, -1, 42, -2, 40, 54, 14, 4
37, 0, 78, 0, 10, -23, 41, 68, 26, 1
49, 0, 95, -6, 46, -27, 46, 48, 2, 1
56, 0, 78, 0, 12, 2, 22, 65, 42, 4
55, 0, 79, 0, 12, 28, 23, 66, 42, 4
38, 5, 81, 0, 38, 11, 43, 42, 0, 1
43, 0, 84, -1, 42, -9, 41, 43, 2, 1
43, 1, 76, 0, 42, -6, 33, 35, 2, 1
55, 0, 77, 0, -28, -25, 22, 106, 84, 4
44, 0, 84, 0, 44, 4, 40, 41, 0, 1
57, 0, 83, 0, 56, 0, 25, 26, 0, 1
45, 3, 78, 0, 44, 0, 34, 34, 0, 1
56, 0, 97, 0, 54, 10, 41, 42, 2, 1
37, 0, 77, 0, 34, 15, 40, 43, 2, 1
47, -2, 84, -3, 46, 0, 37, 37, 0, 1
56, 3, 84, 0, 54, -9, 28, 30, 2, 1
37, 0, 77, 0, 18, 6, 40, 59, 18, 1
44, -2, 100, 0, 42, -21, 56, 59, 2, 1
55, 0, 96, 0, 50, -15, 41, 47, 6, 4
56, 0, 80, 0, 54, -9, 24, 26, 2, 1
43, 0, 85, 0, 44, 18, 42, 41, 0, 1
51, -1, 81, 0, 50, -3, 30, 32, 2, 1
51, -1, 102, 0, 52, 0, 51, 50, 0, 1
56, 0, 77, 0, -4, -5, 21, 82, 62, 4
37, 0, 79, 0, 34, 16, 42, 45, 4, 1
37, 0, 78, -2, 12, -5, 41, 65, 24, 1
56, 2, 78, 0, 42, 0, 22, 37, 14, 4
56, 0, 95, 0, 56, 14, 40, 39, 0, 1
37, 0, 83, 0, 2, 7, 46, 81, 34, 1
43, 5, 88, 0, 42, 0, 45, 47, 2, 1
51, 4, 91, 0, 50, 0, 40, 42, 2, 1
56, 1, 81, 0, -2, 0, 25, 83, 58, 4
85, 0, 88, 0, 0, -22, 3, 88, 86, 5
55, -1, 77, -4, 24, -8, 21, 54, 32, 4
47, 0, 88, -5, 46, 0, 41, 41, 0, 1
38, 0, 76, 0, 36, -16, 38, 40, 2, 1
47, -3, 84, -3, 46, -5, 37, 37, 0, 1
46, 1, 77, 0, 46, 8, 32, 31, 0, 1
41, 0, 77, 0, 42, 20, 37, 36, 0, 1
45, 1, 77, 0, 44, -5, 32, 34, 2, 1
37, 0, 104, 0, 24, 26, 67, 81, 14, 1
56, -1, 97, 0, 50, 2, 41, 48, 6, 4
41, 0, 86, 0, 38, -14, 46, 48, 2, 1
40, 3, 76, 8, 38, 0, 36, 37, 2, 1
58, -5, 86, 0, 56, -3, 28, 30, 2, 1
45, 0, 80, 0, 44, -2, 35, 36, 2, 1
54, -1, 81, -4, 54, -5, 27, 27, 0, 1
37, 0, 76, 4, 18, -4, 40, 58, 18, 1
42, 0, 81, 3, 42, 0, 39, 39, 0, 1
55, 0, 82, -1, -20, 6, 26, 103, 76, 4
53, -73, 88, 0, 6, -30, 35, 83, 48, 3
55, 0, 96, 0, 54, 15, 41, 42, 0, 1
51, 0, 81, 0, 52, 7, 30, 30, 0, 1
37, -4, 79, 0, 24, 0, 42, 55, 14, 1
45, 0, 77, 1, 44, 0, 32, 34, 2, 1
39, -4, 78, 0, 0, 10, 39, 78, 40, 1
38, 0, 76, -2, 38, 13, 38, 37, 0, 1
38, 1, 76, 0, 38, 17, 38, 37, 0, 1
56, 0, 95, 0, 50, 2, 40, 46, 6, 4
49, 0, 85, 0, 46, -8, 36, 39, 2, 1
44, 1, 84, 0, 44, 20, 40, 40, 0, 1
56, 0, 77, -3, 12, 0, 22, 65, 42, 4
44, 4, 80, 0, 44, 11, 36, 36, 0, 1
55, 0, 77, -2, 10, 9, 22, 67, 46, 4
37, 0, 79, 0, 8, -23, 42, 71, 28, 1
40, 3, 107, 0, 38, 0, 67, 68, 2, 1
79, -2, 83, -3, -40, 3, 4, 124, 120, 5
41, 1, 80, 0, 42, 7, 39, 39, 0, 1
56, 0, 95, 0, 52, 10, 39, 43, 4, 4
59, 0, 87, 0, 60, 27, 28, 28, 0, 1
103, 2, 105, 9, 70, 0, 2, 35, 34, 5
37, 0, 93, 3, 28, 1, 56, 65, 8, 1
37, 0, 77, 5, 36, -16, 40, 41, 2, 1
59, 2, 84, 0, 56, -9, 25, 27, 2, 1
37, 0, 76, -1, 24, 15, 39, 52, 14, 1
43, 0, 80, 0, 42, -5, 37, 39, 2, 1
55, 0, 94, -5, 50, 0, 39, 45, 6, 4
37, 0, 90, 0, 30, 3, 53, 59, 6, 1
37, 0, 77, 3, 36, 6, 40, 41, 0, 1
43, 3, 78, 2, 42, 0, 35, 37, 2, 1
55, 0, 91, -3, -4, 3, 35, 96, 60, 4
37, 0, 76, 0, 24, 0, 39, 52, 14, 1
49, 0, 89, 0, 46, -13, 40, 42, 2, 1
55, 0, 77, 0, 6, 21, 22, 72, 50, 4
37, 0, 77, 0, -14, -1, 40, 92, 52, 1
48, 4, 83, -1, 46, 0, 35, 37, 2, 1
42, 5, 88, 0, 42, 0, 46, 47, 0, 1
45, 2, 79, 0, 44, 0, 34, 35, 2, 1
55, -4, 94, 0, 50, 0, 39, 45, 6, 4
37, 0, 77, 5, -12, -1, 41, 90, 50, 1
42, -3, 86, 1, 42, 0, 44, 45, 2, 1
49, 3, 88, 0, 50, 3, 39, 39, 0, 1
38, 2, 90, 0, 38, 19, 52, 51, 0, 1
37, 0, 79, 0, 16, 2, 42, 64, 22, 1
55, 5, 89, 0, 54, 0, 34, 35, 2, 1
56, 0, 79, 1, 0, 7, 23, 79, 56, 4
45, -3, 79, -5, 44, 0, 34, 35, 2, 1
43, -1, 77, 0, 42, -4, 34, 35, 2, 1
49, 0, 88, 0, 50, 23, 39, 39, 0, 1
44, -1, 77, 0, 42, -23, 34, 36, 2, 1
59, 1, 84, 0, 60, 2, 25, 24, 0, 1
55, 0, 79, 0, 16, 2, 23, 63, 40, 4
57, -2, 81, 0, 56, 0, 25, 24, 0, 1
41, 1, 82, 0, 42, 17, 41, 41, 0, 1
37, 0, 77, 1, 34, 0, 40, 44, 4, 1
62, 0, 109, 4, 60, 0, 48, 50, 2, 1
46, 0, 86, 3, 46, 0, 40, 40, 0, 1
55, 0, 98, 0, 52, 21, 42, 46, 4, 4
56, 6, 76, -2, -18, -6, 20, 94, 74, 4
55, 5, 81, 0, 54, -1, 27, 27, 0, 1
49, 0, 81, 0, 46, -22, 32, 34, 2, 1
