@relation shuttle
@attribute A1 integer[27,126]
@attribute A2 integer[-4821,5075]
@attribute A3 integer[21,149]
@attribute A4 integer[-3939,3830]
@attribute A5 integer[-188,436]
@attribute A6 integer[-26739,15164]
@attribute A7 integer[-48,105]
@attribute A8 integer[-353,270]
@attribute A9 integer[-356,266]
@attribute Class {1, 2, 3, 4, 5, 6, 7}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9
@outputs Class
@data
38, 0, 75, 0, 38, 18, 37, 36, 0, 1
51, 0, 86, 0, 52, 6, 35, 34, 0, 1
55, 0, 92, 0, 26, -19, 36, 66, 30, 4
56, 0, 77, 0, 20, -30, 22, 57, 36, 4
47, 5, 87, 1, 46, 0, 40, 41, 0, 1
56, 0, 108, 1, 56, 23, 52, 51, 0, 1
49, 0, 107, 0, 46, -21, 58, 60, 2, 1
47, 5, 84, 0, 46, 0, 37, 38, 0, 1
56, 0, 79, 0, 8, 3, 24, 72, 48, 4
43, 5, 90, 0, 42, 0, 47, 49, 2, 1
56, 4, 98, 2, 50, 10, 42, 49, 6, 4
53, -1, 81, 0, 54, 6, 27, 26, 0, 1
56, 0, 87, 0, 56, 2, 31, 30, 0, 1
37, 0, 80, 0, 10, -24, 43, 70, 26, 1
37, 0, 77, 0, 10, -3, 40, 66, 26, 1
56, 0, 80, 0, 54, -23, 24, 26, 2, 1
41, 0, 86, 0, 38, -30, 45, 47, 2, 1
37, 0, 77, 0, 36, -15, 40, 41, 2, 1
48, 0, 106, 0, 46, -3, 58, 60, 2, 1
49, 5, 82, 0, 50, 28, 33, 33, 0, 1
37, 0, 81, 7, 36, 0, 44, 44, 0, 1
55, 0, 93, 2, 20, -5, 37, 72, 34, 4
45, 0, 80, 0, 44, -23, 35, 36, 2, 1
103, -4, 104, -2, 70, 0, 1, 35, 34, 5
49, 0, 81, 3, 50, 0, 32, 32, 0, 1
41, 0, 84, 4, 38, 14, 43, 45, 2, 1
41, 0, 106, 0, 42, 4, 64, 64, 0, 1
56, 5, 97, 0, 38, 0, 40, 58, 18, 4
44, 0, 87, 0, 42, -23, 43, 46, 2, 1
37, 0, 78, 4, 26, -3, 42, 52, 10, 1
56, 4, 97, 1, 50, 0, 41, 48, 6, 4
41, 0, 84, 2, 38, -4, 43, 45, 2, 1
39, 0, 106, 0, 38, 0, 66, 67, 0, 1
49, 0, 95, 4, 50, 8, 47, 46, 0, 1
37, 0, 77, -1, 20, -4, 40, 56, 16, 1
37, 0, 104, 6, 26, 25, 67, 78, 12, 1
37, 0, 81, 0, 38, 28, 43, 42, 0, 1
45, -4, 81, 0, 44, 0, 36, 37, 0, 1
56, 0, 95, -1, 54, 0, 39, 41, 2, 1
49, 4, 86, 0, 46, -3, 38, 40, 2, 1
55, -5, 88, 0, 54, -3, 32, 33, 2, 1
48, 0, 102, 0, 46, 0, 53, 55, 2, 1
38, -3, 83, 0, 38, 0, 45, 44, 0, 1
55, 0, 81, 0, -6, -7, 25, 88, 64, 4
41, 0, 76, -1, 42, 6, 35, 35, 0, 1
39, 2, 81, 6, 38, 0, 42, 43, 0, 1
37, 0, 76, 0, 30, 24, 39, 45, 6, 1
37, 0, 97, 0, 24, -1, 60, 73, 14, 1
55, 0, 92, -3, 0, 4, 36, 92, 56, 4
38, 0, 102, 0, 36, 26, 65, 66, 2, 1
37, 0, 95, 0, 16, -11, 58, 79, 22, 1
42, 0, 87, 7, 42, 0, 45, 46, 2, 1
38, 0, 80, 0, 38, 6, 42, 41, 0, 1
36, -4, 83, 5, 36, 0, 46, 46, 0, 1
37, 0, 76, 0, 26, -26, 39, 50, 12, 1
46, 0, 76, 1, 46, 5, 30, 29, 0, 1
44, 2, 76, 0, 42, -30, 31, 34, 2, 1
55, 0, 96, 2, 52, -1, 41, 44, 4, 4
37, 0, 82, 0, 34, -11, 45, 48, 2, 1
50, -1, 85, -2, 50, 0, 36, 36, 0, 1
53, 0, 79, 0, 52, -9, 26, 27, 2, 1
107, 3, 108, 0, 70, -1, 1, 38, 36, 5
38, 2, 77, 4, 38, 0, 39, 38, 0, 1
37, 0, 74, 0, 30, 25, 37, 43, 6, 1
56, 0, 81, 0, -6, 4, 25, 88, 64, 4
56, 0, 96, -6, 46, 1, 40, 50, 10, 4
37, 0, 79, 0, 12, 12, 43, 66, 24, 1
45, 0, 76, 0, 46, 14, 30, 29, 0, 1
37, 0, 77, -3, 36, -20, 39, 41, 2, 1
55, 0, 97, 0, 46, -14, 42, 51, 8, 4
56, 0, 90, 0, 54, -10, 34, 35, 2, 1
37, 0, 75, 0, 30, -22, 38, 44, 6, 1
56, 0, 81, -5, 56, 12, 25, 24, 0, 1
41, -1, 79, -3, 42, 23, 38, 37, 0, 1
37, 0, 76, 0, 28, -13, 40, 48, 8, 1
45, -4, 81, 0, 44, 0, 37, 37, 0, 1
55, 0, 79, 0, 12, 2, 23, 66, 42, 4
53, -1, 82, 0, 52, -22, 29, 30, 2, 1
37, 0, 79, 0, 12, 13, 43, 66, 24, 1
56, 0, 79, 0, 16, 20, 23, 63, 40, 4
56, 0, 79, 0, 12, -4, 23, 66, 42, 4
37, 0, 83, 0, 36, 0, 46, 46, 0, 1
46, 0, 83, 0, 46, 2, 37, 36, 0, 1
49, 0, 107, 0, 46, -17, 58, 60, 2, 1
44, -4, 86, 0, 44, 10, 43, 42, 0, 1
55, 0, 77, 0, 44, 4, 22, 34, 12, 4
49, 5, 88, 0, 46, -5, 40, 42, 2, 1
47, -3, 78, -1, 46, 0, 31, 32, 0, 1
56, 0, 96, 1, 50, 0, 40, 47, 6, 4
37, 0, 79, 0, 0, -17, 42, 79, 36, 1
39, 0, 81, -4, 38, 0, 42, 42, 0, 1
53, 0, 78, 0, 52, -26, 25, 26, 2, 1
41, 0, 77, 0, 38, -1, 37, 39, 2, 1
45, 0, 106, -2, 44, 0, 61, 62, 2, 1
43, 0, 78, -3, 44, 31, 35, 34, 0, 1
51, 4, 79, 0, 52, 14, 27, 27, 0, 1
37, 0, 106, -1, 36, -10, 68, 69, 2, 1
43, 0, 79, 3, 42, -10, 35, 37, 2, 1
45, 0, 76, 0, 44, -5, 31, 32, 2, 1
41, 0, 81, -4, 42, 9, 40, 39, 0, 1
43, 0, 106, 0, 42, -7, 62, 64, 2, 1
51, 0, 81, -2, 52, 1, 30, 30, 0, 1
44, 0, 86, 0, 44, 23, 43, 42, 0, 1
37, 0, 79, 0, 36, 8, 43, 43, 0, 1
51, 0, 87, 0, 50, -20, 36, 38, 2, 1
49, -1, 83, 0, 50, 0, 33, 33, 0, 1
43, 0, 79, -5, 42, 0, 36, 37, 2, 1
49, 0, 85, 0, 46, -20, 36, 39, 2, 1
37, 0, 77, 0, 26, -17, 40, 51, 10, 1
56, 1, 80, 0, 56, 9, 24, 23, 0, 1
41, -2, 75, 0, 42, 13, 34, 34, 0, 1
54, 0, 79, 2, 54, 0, 26, 25, 0, 1
38, 3, 75, 0, 38, 28, 37, 36, 0, 1
47, 1, 82, 0, 46, 0, 35, 35, 0, 1
82, 0, 86, 0, -40, 10, 4, 128, 124, 5
56, 0, 96, -1, 54, 0, 40, 42, 2, 1
50, 3, 84, 0, 50, 0, 33, 35, 2, 1
37, -2, 76, 0, 34, 0, 39, 43, 4, 1
50, 0, 84, 1, 50, 0, 35, 35, 0, 1
41, -5, 82, 0, 38, -17, 41, 43, 2, 1
37, 0, 90, 11, 6, 0, 53, 85, 32, 1
37, -1163, 105, 0, 36, 0, 68, 69, 0, 1
37, 0, 106, 7, 18, 0, 68, 88, 20, 1
37, 0, 81, 0, 36, -10, 44, 45, 2, 1
37, 0, 77, 0, 16, -7, 41, 62, 22, 1
37, 0, 80, 0, 16, -23, 43, 65, 22, 1
56, 0, 95, 0, 44, 10, 40, 51, 12, 4
37, 0, 95, 0, 8, -12, 58, 87, 30, 1
37, 0, 76, 0, 28, 27, 39, 48, 8, 1
56, -4, 96, 0, 52, 0, 40, 44, 4, 4
82, 0, 86, 0, -40, 13, 4, 128, 124, 5
56, 0, 95, 0, 46, 0, 40, 49, 10, 4
56, 0, 82, 5, -12, 19, 26, 95, 68, 4
49, 0, 81, 0, 50, 5, 33, 32, 0, 1
56, 0, 77, 0, -6, -9, 21, 85, 64, 4
50, 0, 77, -1, 50, 0, 27, 28, 0, 1
37, 0, 79, 0, 20, 6, 42, 58, 16, 1
47, 0, 86, 3, 46, 0, 40, 40, 0, 1
56, 0, 95, 0, 52, 2, 39, 43, 4, 4
45, 0, 87, 3, 46, 13, 42, 41, 0, 1
56, -5, 107, 0, 56, 3, 51, 50, 0, 1
56, 3, 84, 0, 56, 20, 29, 28, 0, 1
55, 1, 87, -6, 54, 0, 32, 33, 2, 1
108, 0, 109, 0, 72, 4, 1, 36, 36, 5
56, 0, 97, 0, 50, 3, 40, 48, 8, 4
43, 0, 88, 0, 44, 29, 44, 44, 0, 1
56, 0, 95, 0, 44, -15, 40, 51, 12, 4
37, 0, 99, 0, 30, 23, 61, 68, 6, 1
55, 5, 95, 0, 50, 0, 41, 46, 6, 4
37, 0, 80, 0, 34, -30, 43, 46, 2, 1
42, 0, 86, -5, 42, 0, 45, 45, 0, 1
55, 0, 93, 0, 42, -17, 37, 51, 14, 4
37, 0, 93, 0, 10, -8, 56, 83, 26, 1
55, 0, 77, 8, -24, 0, 22, 103, 82, 4
55, -1, 98, -4, 42, -6, 42, 57, 14, 4
45, 0, 108, 0, 44, -7, 62, 64, 2, 1
53, 0, 80, 0, 54, 5, 27, 26, 0, 1
37, 0, 94, 3, 30, 0, 57, 63, 6, 1
48, 4, 80, -5, 46, 0, 32, 34, 2, 1
41, 0, 78, 1, 42, 3, 37, 37, 0, 1
37, 0, 76, 0, 20, 17, 40, 55, 16, 1
79, 1, 84, 3, -40, 2, 4, 125, 120, 5
78, -4, 83, 0, -46, 0, 4, 129, 124, 5
41, -2, 86, 0, 42, 2, 46, 45, 0, 1
44, 0, 82, 0, 42, -22, 38, 41, 2, 1
37, 0, 79, 0, 8, 31, 42, 71, 28, 1
48, 0, 87, 0, 50, 30, 39, 38, 0, 1
37, 0, 76, 8, 30, -6, 39, 45, 6, 1
44, 0, 84, 0, 44, 8, 41, 41, 0, 1
46, 0, 78, -2, 44, -37, 32, 34, 2, 1
44, 4, 84, 0, 44, 3, 40, 41, 0, 1
43, 0, 86, -6, 42, -11, 42, 44, 2, 1
56, 0, 95, -1, 44, -12, 40, 51, 12, 4
56, 0, 97, 0, 54, 8, 41, 42, 2, 1
37, 0, 78, 0, -6, -23, 42, 86, 44, 1
43, 0, 88, -2, 44, 12, 44, 44, 0, 1
45, 0, 78, -6, 44, 0, 33, 34, 2, 1
51, 0, 84, 0, 50, -3, 33, 35, 2, 1
45, 5, 83, -7, 44, 0, 38, 39, 2, 1
40, 0, 76, 1, 38, 0, 36, 37, 2, 1
48, 1, 84, 0, 46, 0, 36, 37, 2, 1
55, 0, 93, 4, 54, 0, 37, 39, 2, 1
42, 0, 76, -2, 42, 0, 34, 35, 2, 1
55, -2, 80, -2, -4, 19, 25, 85, 60, 4
37, 0, 104, 0, 28, 18, 67, 75, 8, 1
41, -3, 86, 0, 38, -16, 46, 48, 2, 1
55, 0, 93, 2, 54, 0, 37, 39, 2, 1
45, 0, 74, 5, 44, 0, 29, 30, 2, 1
56, 0, 107, 0, 54, -6, 51, 53, 2, 1
56, 4, 95, 0, 44, 21, 40, 51, 12, 4
39, -3, 106, 0, 38, 0, 66, 67, 0, 1
37, 0, 95, 8, 10, 0, 58, 84, 26, 1
41, 0, 86, 1, 38, -7, 46, 48, 2, 1
55, 0, 78, 0, 16, -30, 23, 63, 40, 4
55, 0, 95, -2, 36, -8, 39, 59, 20, 4
55, 0, 77, 0, 24, -20, 21, 54, 32, 4
56, -2, 97, 0, 50, 10, 41, 48, 6, 4
55, 0, 76, -3, -12, -23, 21, 89, 68, 4
37, 0, 93, 0, 10, -24, 56, 83, 28, 1
56, 3, 95, 0, 42, -8, 40, 54, 14, 4
37, 0, 90, 0, 20, 26, 53, 70, 16, 1
43, -3, 82, 0, 44, 24, 39, 38, 0, 1
37, 0, 76, 0, 38, 11, 38, 37, 0, 1
56, 4, 97, 0, 52, 1, 40, 45, 4, 4
37, 0, 76, -3, 28, 13, 39, 47, 8, 1
46, 0, 84, -5, 46, 9, 39, 38, 0, 1
37, 3, 79, 0, 26, 14, 41, 53, 12, 1
45, 1, 108, 0, 46, 23, 62, 61, 0, 1
44, -1, 76, 0, 44, 5, 32, 32, 0, 1
37, 0, 79, 0, 2, -3, 43, 77, 34, 1
40, 0, 86, -3, 38, 0, 45, 47, 2, 1
46, 1, 86, 0, 46, 0, 40, 40, 0, 1
37, 0, 77, 0, 26, 0, 41, 52, 10, 1
55, 0, 93, 0, 0, -10, 38, 93, 56, 4
46, -1, 85, -3, 46, -4, 39, 39, 0, 1
42, 0, 97, 1, 42, 0, 55, 56, 0, 1
37, 0, 79, 0, 10, 4, 42, 68, 26, 1
81, -2, 85, -4, -40, 0, 4, 126, 122, 5
37, 0, 79, 0, 28, 0, 43, 51, 8, 1
37, 0, 78, 0, 16, 16, 41, 63, 22, 1
79, -1, 83, -13, -6, 159, 4, 91, 88, 5
43, 1, 83, -5, 42, 0, 40, 41, 2, 1
42, 2, 82, 2, 42, 0, 40, 41, 0, 1
37, 0, 77, 0, 30, -24, 41, 46, 6, 1
45, -2, 81, 0, 46, 15, 35, 34, 0, 1
37, 0, 80, 0, 20, -23, 43, 59, 16, 1
43, 0, 86, 0, 44, 29, 42, 42, 0, 1
55, 3, 85, 0, 54, 0, 31, 31, 0, 1
38, 2, 79, 0, 38, 1, 41, 40, 0, 1
37, 0, 102, -6, 36, 0, 64, 66, 2, 1
82, 0, 86, 0, -2, 8, 4, 88, 84, 5
46, 2, 86, 0, 46, 4, 41, 40, 0, 1
49, 0, 87, -6, 46, -15, 38, 41, 2, 1
48, 0, 83, 0, 50, 22, 34, 33, 0, 1
37, 0, 108, 0, 34, -8, 71, 75, 4, 1
37, 0, 78, 0, 16, -22, 42, 63, 22, 1
102, 0, 103, 0, 70, -17, 1, 33, 32, 5
56, 2, 98, 0, 44, -23, 42, 54, 12, 4
45, 0, 87, 4, 44, 0, 42, 43, 2, 1
46, 3, 79, 0, 44, -12, 33, 35, 2, 1
56, 0, 86, 6, 56, 5, 31, 30, 0, 1
105, 1, 106, 0, 70, -3, 1, 36, 34, 5
49, 0, 88, -1, 50, 22, 39, 39, 0, 1
59, 0, 87, 0, 56, -5, 28, 30, 2, 1
38, 4, 76, 0, 36, -8, 38, 39, 2, 1
48, 3, 82, -4, 46, 0, 34, 35, 2, 1
47, 2, 87, 0, 46, 0, 40, 41, 0, 1
58, 1, 97, 0, 56, 0, 39, 40, 0, 1
48, -1, 86, 0, 46, -6, 37, 39, 2, 1
41, -5, 80, 0, 42, 11, 39, 39, 0, 1
41, 1, 76, 0, 42, 31, 35, 34, 0, 1
37, 0, 84, 0, 26, 10, 47, 58, 10, 1
37, 0, 90, 0, 36, 5, 53, 54, 2, 1
44, 0, 96, 3, 44, 0, 52, 52, 0, 1
37, 0, 76, 0, 26, -5, 39, 50, 12, 1
56, 0, 96, 0, 52, -14, 40, 44, 4, 4
41, 0, 79, 3, 38, -3, 39, 41, 2, 1
46, 0, 88, 3, 46, 0, 41, 41, 0, 1
57, -1, 106, 0, 56, 0, 49, 49, 0, 1
37, -1, 100, -5, 30, -9, 64, 69, 6, 1
41, 0, 76, -2, 38, 0, 35, 37, 2, 1
37, 1, 79, -3, 36, -6, 42, 43, 0, 1
48, -5, 108, 0, 46, 0, 60, 61, 2, 1
55, 0, 96, 5, 46, 0, 41, 50, 8, 4
56, 2, 95, 0, 38, 0, 40, 57, 18, 4
56, 1, 84, 0, 56, 18, 28, 27, 0, 1
55, -1, 86, 0, 54, -1, 30, 32, 2, 1
49, 1, 80, 0, 50, 21, 31, 31, 0, 1
37, 0, 80, 0, 16, -1, 43, 65, 22, 1
55, 0, 77, 0, -10, -15, 21, 87, 66, 4
37, 0, 78, 0, 8, -22, 42, 70, 28, 1
55, 0, 77, 0, 18, -20, 22, 59, 38, 4
42, -5, 76, 0, 42, 0, 34, 34, 0, 1
37, -222, 105, -2, 36, -3, 68, 69, 0, 1
44, 0, 81, 0, 42, -26, 37, 39, 2, 1
37, 0, 79, 0, 26, -11, 42, 53, 12, 1
45, 0, 82, -19, 44, 0, 37, 38, 0, 1
43, 0, 84, -1, 42, -3, 41, 43, 2, 1
37, 0, 78, 0, 16, 25, 41, 63, 22, 1
41, 0, 80, 0, 38, 0, 39, 41, 2, 1
37, 0, 77, 0, 26, 7, 40, 51, 10, 1
55, 0, 96, 2, 44, 0, 41, 52, 12, 4
49, -3, 85, 0, 50, 0, 36, 36, 0, 1
45, 0, 87, 2, 46, 10, 42, 41, 0, 1
37, 0, 103, 0, 30, 0, 66, 72, 6, 1
45, 1, 84, 0, 46, 31, 39, 38, 0, 1
37, 0, 83, 0, 34, 0, 46, 49, 2, 1
37, 0, 75, 0, 34, 30, 38, 41, 2, 1
50, 0, 86, 0, 50, -1, 36, 37, 2, 1
55, 0, 77, 0, 38, -16, 22, 39, 16, 4
55, 0, 80, -3, -10, 0, 25, 90, 66, 4
41, -1, 77, 0, 42, 23, 37, 36, 0, 1
56, 0, 76, 0, -14, -2, 20, 92, 72, 4
79, 4, 83, 1, -42, -23, 4, 127, 122, 5
45, 0, 85, 0, 44, 224, 41, 41, 0, 1
46, 1, 81, 0, 46, 10, 35, 35, 0, 1
37, 0, 75, -2, 28, -3, 38, 46, 8, 1
56, 0, 98, 3, 50, -1, 42, 49, 8, 4
56, 0, 76, 0, -2, 29, 20, 79, 58, 4
37, 0, 78, 0, 10, 24, 41, 68, 26, 1
104, 6, 105, 7, 72, 11, 1, 33, 32, 5
37, 0, 84, 0, 26, 5, 47, 58, 10, 1
43, 0, 79, 0, 44, 20, 35, 35, 0, 1
46, 0, 76, 1, 46, 18, 30, 30, 0, 1
37, -102, 76, 1, 36, 1, 39, 40, 2, 3
56, 0, 88, 0, 56, 11, 32, 31, 0, 1
37, 0, 108, 0, 36, 4, 71, 72, 0, 1
46, 2, 89, 0, 46, 10, 43, 42, 0, 1
37, -2, 108, -4, 26, 0, 71, 82, 12, 1
55, 0, 93, 0, 6, -1, 37, 88, 50, 4
41, 0, 86, 5, 42, 28, 46, 45, 0, 1
41, 0, 106, 0, 38, -2, 65, 67, 2, 1
55, -2, 99, 3, 46, 0, 43, 52, 8, 4
37, 0, 95, -1, 10, 0, 57, 84, 28, 1
43, 0, 81, -2, 42, -4, 37, 39, 2, 1
79, 0, 84, 5, -38, 0, 4, 123, 118, 5
41, 2, 107, 0, 38, 0, 66, 68, 2, 1
41, 1, 76, 0, 42, 12, 34, 34, 0, 1
81, 0, 85, 6, -12, 1, 4, 98, 94, 5
49, 0, 82, 0, 50, 2, 33, 33, 0, 1
44, -5, 77, 2, 44, 0, 34, 34, 0, 1
53, 2, 79, 0, 54, 28, 26, 24, 0, 1
105, -3, 106, -5, 70, 0, 1, 36, 34, 5
38, -1, 91, -1, 6, -6, 53, 86, 32, 1
63, 0, 112, 2, 62, 0, 49, 50, 0, 1
46, 1, 89, 0, 46, 5, 43, 42, 0, 1
41, 3, 81, 0, 42, 5, 39, 39, 0, 1
49, 0, 100, 0, 50, 23, 52, 51, 0, 1
104, -4, 105, -3, 72, 1, 1, 33, 32, 5
81, 4, 84, 0, -14, -16, 3, 100, 96, 5
56, -5, 86, 0, 56, 6, 30, 29, 0, 1
49, 0, 77, 0, 46, -8, 28, 30, 2, 1
51, 0, 83, 1, 52, 6, 31, 31, 0, 1
44, 0, 86, 0, 42, -25, 43, 45, 2, 1
45, -1, 81, -3, 46, -8, 36, 35, 0, 1
46, 2, 88, -6, 44, -27, 42, 44, 2, 1
55, 0, 79, 0, 54, -6, 23, 24, 2, 1
37, 0, 77, 0, 8, 31, 40, 69, 30, 1
44, 3, 78, 0, 44, 0, 34, 34, 0, 1
51, -1, 84, 2, 52, 0, 33, 32, 0, 1
37, 0, 98, 4, 34, 0, 61, 64, 2, 1
56, 1, 83, 0, 56, 0, 27, 26, 0, 1
40, 3, 106, 6, 38, 0, 66, 67, 2, 1
