@relation shuttle
@attribute A1 integer[27,126]
@attribute A2 integer[-4821,5075]
@attribute A3 integer[21,149]
@attribute A4 integer[-3939,3830]
@attribute A5 integer[-188,436]
@attribute A6 integer[-26739,15164]
@attribute A7 integer[-48,105]
@attribute A8 integer[-353,270]
@attribute A9 integer[-356,266]
@attribute Class {1, 2, 3, 4, 5, 6, 7}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9
@outputs Class
@data
41, -3, 80, 0, 38, -21, 39, 41, 2, 1
37, 0, 105, 0, 18, 6, 68, 87, 18, 1
46, 1, 80, 0, 44, -16, 34, 36, 2, 1
37, 3, 75, 0, 20, 19, 38, 54, 16, 1
37, 0, 104, -1, 16, -5, 67, 88, 22, 1
42, 0, 77, -2, 42, -4, 36, 36, 0, 1
56, 3, 77, 0, 18, 31, 22, 59, 38, 4
49, 2, 86, 0, 46, -2, 38, 40, 2, 1
37, 0, 78, 0, -2, -19, 42, 81, 40, 1
47, 0, 84, 5, 46, 0, 36, 37, 0, 1
79, 0, 83, 0, -32, -15, 4, 117, 112, 5
105, 0, 106, -1, 70, 0, 1, 36, 36, 5
39, 1, 78, 0, 38, 0, 39, 39, 0, 1
55, 1, 91, 0, 54, 0, 36, 37, 0, 1
37, 0, 106, 13, 28, 0, 69, 77, 8, 1
50, -1, 83, 0, 50, 0, 33, 34, 0, 1
56, 0, 97, 1, 54, 27, 41, 42, 2, 1
46, 3, 77, 0, 44, -10, 32, 34, 2, 1
56, 3, 95, -1, 42, 0, 39, 54, 14, 4
37, 0, 78, 0, 6, -15, 42, 73, 32, 1
47, 3, 77, 0, 46, 0, 31, 31, 0, 1
46, 0, 79, 0, 46, 10, 33, 32, 0, 1
48, 0, 77, 0, 50, 31, 29, 28, 0, 1
52, 0, 84, 0, 52, -2, 32, 33, 0, 1
44, 0, 79, -3, 44, 0, 35, 35, 0, 1
50, 0, 81, 1, 50, 0, 32, 32, 0, 1
51, 0, 86, 0, 52, 18, 35, 34, 0, 1
37, 0, 94, -6, 8, 0, 57, 86, 30, 1
55, 0, 95, 0, 36, -6, 39, 59, 20, 4
45, 0, 83, 0, 46, 14, 37, 36, 0, 1
56, 0, 97, 0, 50, 11, 41, 48, 6, 4
38, 1, 76, 0, 38, 11, 38, 37, 0, 1
76, 0, 81, 2, -40, 0, 5, 122, 118, 5
56, 0, 77, 0, -14, 13, 21, 92, 72, 4
105, 0, 106, -7, 70, 0, 1, 36, 36, 5
53, -2, 81, 6, 54, 0, 28, 27, 0, 1
43, 0, 79, 6, 42, 0, 36, 37, 2, 1
46, 4, 79, 0, 44, -15, 33, 35, 2, 1
43, 0, 81, 7, 42, 0, 38, 40, 2, 1
43, 0, 79, -2, 44, -1, 36, 35, 0, 1
37, 0, 80, 0, 36, 7, 43, 44, 0, 1
56, 0, 98, 0, 46, 16, 42, 51, 10, 4
102, 0, 103, -1, 72, 16, 1, 31, 30, 5
37, 0, 81, 0, 8, -7, 44, 73, 28, 1
55, 5, 81, 0, 54, 0, 26, 27, 0, 1
46, 0, 86, 0, 46, 11, 40, 39, 0, 1
37, 0, 76, 1, 20, 0, 40, 55, 16, 1
37, -2, 80, 0, 20, 0, 43, 59, 16, 1
37, 0, 75, 0, 20, 16, 38, 54, 16, 1
43, 0, 83, 7, 42, 0, 40, 41, 2, 1
82, 0, 86, 1, -6, 3, 4, 94, 90, 5
45, 1, 76, -2, 44, -4, 31, 32, 0, 1
46, 0, 86, 6, 46, 0, 40, 39, 0, 1
41, 2, 106, 0, 38, 0, 65, 67, 2, 1
41, -5, 86, 0, 42, 18, 46, 45, 0, 1
45, 3, 102, 0, 44, -1, 57, 58, 2, 1
55, 0, 95, 0, 46, 29, 40, 49, 8, 4
37, 0, 78, -1, 6, 0, 41, 73, 32, 1
37, 0, 95, 0, 12, -6, 58, 82, 24, 1
42, 3, 77, -1, 42, 0, 36, 36, 0, 1
41, 2, 81, 0, 42, 15, 39, 39, 0, 1
43, 0, 86, 0, 42, -13, 43, 45, 2, 1
44, 0, 87, 6, 44, 0, 43, 43, 0, 1
56, 5, 97, 0, 46, 0, 41, 50, 10, 4
37, 0, 78, 0, 12, -13, 42, 65, 24, 1
53, 0, 88, 2, 54, 25, 35, 33, 0, 1
56, -1, 88, 0, 54, -30, 31, 33, 2, 1
45, -2, 85, 1, 44, 0, 40, 41, 2, 1
56, 0, 77, 0, 44, -10, 22, 34, 12, 4
102, 0, 103, 7, 70, -12, 1, 33, 32, 5
41, 4, 84, 0, 42, 13, 43, 43, 0, 1
55, 0, 77, 0, -28, 0, 21, 105, 84, 4
37, 0, 94, 0, 10, 30, 57, 84, 26, 1
55, 0, 77, 0, 0, -30, 22, 77, 56, 4
53, 2, 86, 0, 52, -16, 33, 34, 2, 1
46, 0, 86, 1, 46, 3, 41, 40, 0, 1
41, 0, 79, 1, 38, -13, 38, 40, 2, 1
56, -3, 96, -1, 52, 0, 40, 44, 4, 4
56, 2, 98, 0, 44, -19, 42, 54, 12, 4
43, 0, 77, 0, 44, 11, 34, 33, 0, 1
37, 0, 100, 0, 30, -11, 64, 69, 6, 1
41, 0, 78, 0, 38, -23, 37, 39, 2, 1
37, 0, 77, 0, 16, -11, 41, 62, 22, 1
43, 0, 85, -6, 42, -5, 42, 44, 2, 1
37, 0, 83, 0, 0, 5, 47, 83, 36, 1
55, 0, 77, 0, -12, 4, 21, 90, 68, 4
37, 0, 81, 0, 28, -1, 45, 53, 8, 1
49, 0, 86, 0, 46, -4, 38, 40, 2, 1
37, 0, 82, -4, -4, 0, 45, 87, 42, 1
80, 0, 84, 1, -36, 16, 5, 121, 116, 5
82, 0, 85, 0, -6, 2, 3, 93, 90, 5
37, -1, 79, -3, 20, -7, 42, 58, 16, 1
44, 1, 83, 6, 44, 3, 40, 39, 0, 1
49, 0, 95, -4, 50, 4, 46, 46, 0, 1
38, 1, 76, -2, 38, -3, 37, 37, 0, 1
38, -5, 97, 0, 38, 0, 59, 59, 0, 1
79, 0, 83, -4, -40, 0, 4, 125, 120, 5
45, 0, 87, 1, 44, -6, 42, 43, 2, 1
41, -4, 76, 0, 38, -23, 35, 37, 2, 1
53, -1, 84, 0, 54, 0, 30, 30, 0, 1
46, 0, 76, 0, 46, 6, 30, 30, 0, 1
37, 0, 77, -3, -10, 2, 40, 87, 46, 1
47, 0, 90, 1, 46, 0, 43, 44, 0, 1
41, 1, 83, 0, 42, 5, 42, 42, 0, 1
37, 0, 75, 0, 36, 13, 37, 39, 2, 1
37, -2, 78, -7, 34, -12, 41, 45, 4, 1
56, 0, 95, -3, 42, 0, 40, 54, 14, 4
44, 5, 78, 0, 44, 0, 34, 34, 0, 1
45, 1, 102, 0, 44, -3, 57, 58, 2, 1
53, -2, 87, -1, 54, 0, 34, 33, 0, 1
56, -3, 92, 0, 56, 14, 36, 35, 0, 1
37, 0, 78, -1, 10, -19, 42, 68, 26, 1
37, 0, 104, 0, 24, -15, 66, 80, 14, 1
47, 0, 85, -5, 46, 0, 38, 39, 0, 1
37, 0, 75, 0, 18, -22, 38, 57, 18, 1
80, -1, 84, 0, -36, 0, 5, 121, 116, 5
37, -1, 76, 0, 38, 13, 39, 37, 0, 1
41, 3, 87, 0, 38, 0, 46, 48, 2, 1
56, 0, 95, 0, 38, -6, 40, 57, 18, 4
37, 0, 77, 0, -2, 1, 41, 80, 40, 1
45, 4, 76, 0, 44, 0, 31, 32, 2, 1
37, 5, 83, 0, 36, 0, 45, 46, 2, 1
37, -1, 97, -3, 20, -7, 60, 77, 16, 1
38, 1, 76, 0, 36, -14, 38, 40, 2, 1
46, 0, 86, 0, 46, 10, 40, 39, 0, 1
79, 0, 83, 0, -30, 4, 4, 114, 110, 5
55, 0, 82, 6, -12, 4, 26, 95, 68, 4
102, 0, 103, 0, 72, 26, 1, 31, 30, 5
46, 1, 86, 0, 44, -12, 41, 42, 2, 1
53, 0, 86, 0, 54, 27, 33, 32, 0, 1
107, 5, 108, -1, 70, -2, 1, 38, 36, 5
37, 1, 76, 0, 36, -6, 39, 40, 2, 1
37, 0, 80, 6, 28, 0, 43, 52, 8, 1
46, 4, 83, 0, 46, 0, 36, 36, 0, 1
50, 4, 88, -1, 50, 0, 37, 39, 2, 1
49, -4, 77, 0, 50, 7, 28, 28, 0, 1
55, 0, 77, 0, 36, 17, 22, 41, 20, 4
47, 1, 86, -1, 46, 0, 40, 40, 0, 1
56, 0, 92, 0, 0, 2, 36, 92, 56, 4
45, 0, 82, 3, 44, -11, 37, 38, 2, 1
56, 0, 85, 0, 54, -6, 29, 31, 2, 1
46, 3, 84, 0, 46, 0, 38, 37, 0, 1
37, 0, 83, 1, 36, -1, 45, 46, 2, 1
55, 0, 78, 0, 10, -15, 23, 68, 46, 4
51, 0, 86, 0, 52, 25, 36, 35, 0, 1
37, 0, 82, 0, 26, -15, 45, 56, 10, 1
51, 0, 83, 3, 52, 0, 31, 31, 0, 1
55, 0, 86, 0, 54, -4, 31, 32, 2, 1
41, -4, 76, 0, 42, 0, 35, 35, 0, 1
37, 0, 79, 0, 6, 31, 43, 74, 32, 1
44, -33, 88, 0, 44, 0, 44, 44, 0, 1
37, 0, 79, -2, 0, 13, 42, 79, 36, 1
36, 3, 75, 0, 36, 0, 39, 39, 0, 1
43, 5, 89, 0, 42, 0, 46, 48, 2, 1
37, 0, 75, 0, 20, 17, 38, 54, 16, 1
39, 0, 82, 7, 38, 0, 42, 43, 0, 1
52, 0, 88, -5, 52, 0, 36, 36, 0, 1
44, -1, 82, 0, 42, -26, 38, 41, 2, 1
37, 0, 94, 0, 10, -2, 57, 84, 26, 1
49, 0, 87, 0, 46, -17, 38, 41, 2, 1
54, 0, 81, 7, 54, 0, 27, 27, 0, 1
56, -2, 78, -6, 56, 6, 22, 21, 0, 1
37, 0, 97, 0, 24, 5, 60, 74, 14, 1
41, -1, 97, -4, 42, 23, 56, 55, 0, 1
82, 0, 85, 0, -6, 26, 3, 93, 90, 5
55, -3, 90, 0, 54, -12, 34, 35, 2, 1
54, 0, 90, -7, 54, 0, 36, 36, 0, 1
55, 5, 91, 0, 54, 0, 36, 37, 0, 1
55, 0, 77, 0, -30, -21, 22, 108, 86, 4
37, 0, 82, 0, 36, 15, 45, 46, 2, 1
48, 5, 81, 1, 46, 0, 33, 34, 2, 1
37, 0, 77, -1, 36, -17, 39, 41, 2, 1
37, 0, 108, 0, 34, -15, 71, 75, 4, 1
45, 0, 108, 0, 44, -6, 62, 64, 2, 1
37, 0, 76, 0, 34, -8, 40, 43, 2, 1
84, -3, 88, 0, 6, 0, 4, 83, 78, 5
58, 3, 91, 1, 56, 0, 32, 34, 2, 1
49, 0, 81, 0, 50, 3, 31, 32, 0, 1
53, 1, 78, 0, 52, -29, 25, 26, 2, 1
56, 0, 95, 0, 52, -4, 40, 44, 4, 4
55, 0, 77, 0, 20, -10, 22, 57, 34, 4
49, -2, 77, 0, 46, -27, 28, 30, 2, 1
48, 0, 83, 0, 50, 26, 35, 34, 0, 1
45, -1, 79, -1, 44, 0, 34, 35, 2, 1
38, -5, 81, 0, 38, 0, 43, 42, 0, 1
56, -4, 87, 0, 56, 11, 31, 30, 0, 1
53, 0, 88, 3, 54, 0, 34, 33, 0, 1
50, 2, 83, 0, 50, 0, 34, 34, 0, 1
56, 3, 98, 0, 46, 4, 42, 51, 10, 4
45, 0, 81, -1, 44, 0, 37, 37, 0, 1
50, 0, 107, -1, 50, -2, 56, 58, 2, 1
71, -51, 88, 0, 8, 0, 17, 81, 64, 3
37, 0, 75, -6, 20, 0, 38, 54, 16, 1
101, 0, 102, 0, 72, 3, 1, 29, 28, 5
102, 0, 102, 0, 72, 31, 1, 30, 30, 5
41, 1, 78, 0, 42, 3, 37, 37, 0, 1
45, -2, 79, 0, 46, 11, 33, 32, 0, 1
46, 0, 77, 0, 46, 5, 31, 30, 0, 1
41, 0, 86, -1, 42, 0, 45, 44, 0, 1
46, 0, 87, 0, 46, 10, 41, 41, 0, 1
55, 0, 95, 0, 54, -2, 40, 41, 2, 1
55, 0, 81, -6, -12, 0, 26, 94, 68, 4
43, 0, 84, -2, 42, -6, 41, 43, 2, 1
37, 0, 79, 0, 16, 0, 43, 64, 22, 1
49, -3, 86, -2, 50, -3, 37, 37, 0, 1
56, 0, 77, 0, -6, -10, 21, 85, 64, 4
41, 0, 75, 0, 42, 1, 34, 34, 0, 1
40, 0, 97, -7, 38, 0, 57, 58, 2, 1
49, 0, 86, -3, 50, 1, 38, 37, 0, 1
43, 0, 75, 0, 42, -14, 32, 34, 2, 1
56, 4, 95, 0, 46, 0, 39, 49, 10, 4
81, 0, 86, 0, -22, 10, 4, 109, 104, 5
41, 4, 76, 0, 42, 20, 35, 35, 0, 1
55, 0, 97, 0, 50, -26, 41, 48, 6, 4
44, 0, 80, 0, 44, 1, 36, 36, 0, 1
37, 0, 106, -7, 26, 0, 69, 80, 12, 1
38, 0, 102, 0, 38, 4, 64, 63, 0, 1
44, -3, 88, 0, 42, -30, 44, 46, 2, 1
55, 0, 77, 0, 38, 1, 22, 39, 16, 4
37, -1, 94, 0, 36, 2, 57, 58, 2, 1
37, 0, 104, -8, 28, 0, 67, 76, 8, 1
40, 0, 77, 3, 38, 0, 38, 39, 2, 1
44, -1, 89, 0, 44, 0, 45, 45, 0, 1
43, 0, 108, 2, 42, -10, 65, 67, 2, 1
37, 0, 95, 0, 28, 29, 58, 67, 8, 1
56, 0, 78, 0, 6, -12, 22, 73, 50, 4
105, 2, 107, 4, 72, 2, 1, 35, 34, 5
55, 0, 97, 0, 46, -1, 41, 50, 8, 4
42, 5, 84, 0, 42, 0, 42, 43, 2, 1
37, 0, 74, 0, 30, 1, 37, 43, 6, 1
44, 0, 86, 0, 44, 19, 43, 42, 0, 1
43, -1, 85, -3, 44, -9, 42, 41, 0, 1
42, 4, 86, 2, 42, 0, 44, 45, 2, 1
37, 0, 76, 0, 34, 14, 39, 43, 4, 1
45, -5, 78, 0, 44, 0, 34, 34, 0, 1
41, 0, 83, 4, 42, 28, 42, 41, 0, 1
45, 0, 83, 2, 44, -16, 37, 39, 2, 1
53, 5, 84, 0, 54, 27, 31, 30, 0, 1
41, 4, 86, 0, 42, 17, 45, 45, 0, 1
55, 0, 95, 0, 46, 24, 40, 49, 8, 4
56, 0, 91, 0, 2, 1, 35, 88, 54, 4
50, -4, 106, 0, 50, 0, 57, 57, 0, 1
37, 0, 74, -2, 34, 0, 37, 41, 4, 1
50, -3, 79, 0, 50, 0, 29, 30, 0, 1
45, 1, 83, 0, 44, -2, 37, 39, 2, 1
53, 4, 86, 0, 54, 4, 32, 32, 0, 1
44, 0, 83, 5, 44, 0, 38, 39, 0, 1
37, 0, 84, 0, 24, -7, 47, 61, 14, 1
44, 0, 83, 0, 44, 23, 40, 39, 0, 1
37, 0, 108, 2, 36, 0, 70, 71, 2, 1
49, 0, 87, 0, 46, -5, 38, 41, 2, 1
37, -1, 80, -11, 34, -6, 43, 46, 2, 1
37, 0, 77, 1, 20, -5, 40, 56, 16, 1
55, 0, 78, 0, 54, -2, 23, 24, 2, 1
37, 0, 96, 6, 26, 1, 59, 70, 12, 1
37, 0, 74, 0, 30, 6, 37, 43, 6, 1
56, 0, 97, -2, 50, -21, 41, 48, 6, 4
79, -3, 83, -4, -40, 5, 4, 124, 120, 5
56, 0, 92, 0, 50, -26, 36, 43, 6, 4
37, 0, 105, -4, 16, -21, 68, 89, 22, 1
44, 0, 81, 0, 42, -18, 38, 40, 2, 1
104, -3, 106, 0, 70, -24, 1, 36, 34, 5
41, 0, 83, 3, 42, 20, 42, 41, 0, 1
37, 0, 105, 0, 30, -8, 68, 74, 6, 1
42, 3, 77, 0, 42, 0, 35, 35, 0, 1
37, 0, 76, 144, 20, 0, 40, 55, 16, 1
46, -1, 86, -6, 46, -9, 40, 39, 0, 1
47, 5, 82, 0, 46, 0, 35, 35, 0, 1
53, 0, 87, -5, 54, 20, 34, 33, 0, 1
52, 0, 86, -2, 52, 0, 34, 34, 0, 1
37, 0, 84, 4, 24, -9, 47, 61, 14, 1
37, 0, 91, 0, 16, -4, 53, 75, 22, 1
43, -5, 82, 0, 42, -14, 39, 41, 2, 1
92, -41, 107, 0, 68, -6, 15, 40, 24, 3
81, 2, 85, 0, -24, 0, 4, 111, 108, 5
52, -5, 81, 0, 52, -3, 29, 30, 0, 1
38, 0, 93, -6, 38, 4, 56, 55, 0, 1
49, 2, 82, 0, 50, 2, 33, 33, 0, 1
56, 0, 94, 0, 50, 0, 38, 45, 6, 4
78, 0, 83, 7, -42, 0, 4, 126, 122, 5
37, 0, 77, 0, 20, 20, 40, 56, 16, 1
49, 0, 86, -7, 50, 1, 37, 37, 0, 1
38, 5, 90, 0, 36, -14, 52, 53, 2, 1
37, 0, 76, 0, 36, -3, 39, 40, 0, 1
41, 0, 79, 4, 38, -4, 39, 41, 2, 1
37, 0, 77, 0, 34, 0, 41, 44, 2, 1
81, 1, 85, 0, -42, -23, 4, 129, 124, 5
56, 0, 95, 0, 44, 23, 40, 51, 12, 4
37, 0, 79, 0, 34, -2, 43, 46, 2, 1
47, 0, 79, 7, 46, 0, 31, 32, 0, 1
55, 0, 80, -1, 54, 0, 25, 26, 0, 1
55, 0, 95, -3, 54, -5, 40, 41, 2, 1
37, 0, 107, 0, 28, -5, 70, 78, 8, 1
55, 0, 80, 0, -4, 7, 25, 85, 60, 4
56, 0, 77, 0, 20, 17, 22, 57, 36, 4
37, 0, 79, 0, 28, -6, 42, 50, 8, 1
51, 0, 79, 8, 52, 5, 27, 27, 0, 1
80, 0, 84, 0, -20, 0, 4, 105, 100, 5
53, 0, 84, 0, 52, -9, 31, 32, 2, 1
55, 0, 79, 0, 54, -8, 24, 25, 2, 1
37, 0, 79, 0, 8, 7, 42, 71, 30, 1
83, 4, 86, 0, -2, 0, 3, 88, 86, 5
37, 0, 76, -6, 36, 7, 40, 40, 0, 1
37, -3, 76, 0, 38, 14, 38, 37, 0, 1
44, 5, 85, 0, 44, 12, 41, 41, 0, 1
37, 0, 78, 0, 0, -24, 42, 78, 36, 1
45, -1, 86, -3, 46, -10, 40, 39, 0, 1
37, 0, 81, 0, 26, 0, 44, 55, 10, 1
56, 1, 87, 0, 56, 13, 31, 30, 0, 1
51, 0, 77, 0, 52, 17, 26, 26, 0, 1
55, 0, 77, 0, -10, -26, 21, 87, 66, 4
37, 0, 81, 0, 30, 3, 44, 50, 6, 1
41, 0, 78, 0, 42, 19, 37, 37, 0, 1
48, -2, 100, 0, 46, -1, 52, 54, 2, 1
37, 0, 77, -1, 34, -3, 40, 44, 4, 1
42, -2, 79, -2, 42, 0, 37, 37, 0, 1
37, 0, 93, 0, 10, 10, 55, 82, 28, 1
37, -2, 76, 0, 20, -6, 39, 55, 16, 1
106, -5, 108, 0, 70, -24, 1, 38, 36, 5
41, 0, 80, 0, 38, -25, 39, 41, 2, 1
49, 0, 83, 0, 46, -7, 34, 36, 2, 1
56, -2, 99, 0, 50, 0, 43, 49, 6, 4
56, -1, 91, -3, 54, -8, 35, 37, 2, 1
56, 0, 78, 1, 0, 13, 22, 78, 56, 4
44, 2, 79, 5, 44, 2, 35, 35, 0, 1
51, -1, 84, 0, 50, -6, 34, 35, 2, 1
51, 0, 77, 0, 52, 30, 27, 26, 0, 1
43, 0, 88, -6, 44, 16, 44, 44, 0, 1
55, 0, 82, 0, 54, 23, 26, 28, 2, 1
37, 0, 78, 0, 12, 9, 42, 65, 24, 1
45, 0, 78, 0, 44, -17, 33, 34, 2, 1
47, 3, 79, 2, 46, 0, 32, 32, 0, 1
69, 59, 82, 0, -42, -5, 13, 126, 112, 2
37, 0, 80, 0, 34, 15, 43, 46, 4, 1
42, 2, 76, 0, 42, 0, 34, 35, 2, 1
43, 0, 83, 0, 42, -7, 40, 42, 2, 1
51, 0, 81, 0, 52, 9, 30, 29, 0, 1
38, 0, 77, 0, 36, -16, 39, 41, 2, 1
102, 0, 102, -1, 72, 14, 1, 30, 30, 5
41, 2, 76, 0, 42, 3, 34, 34, 0, 1
56, -1, 83, 0, 56, 0, 26, 26, 0, 1
37, 0, 79, -1, 10, -4, 42, 68, 26, 1
52, -3, 86, 0, 52, 0, 34, 34, 0, 1
43, 5, 76, 0, 42, -4, 33, 35, 2, 1
52, 0, 83, 0, 52, 0, 31, 31, 0, 1
41, 0, 81, 0, 42, 16, 40, 39, 0, 1
37, 0, 76, 0, 24, 12, 40, 53, 14, 1
42, -4, 87, 0, 42, 0, 45, 46, 0, 1
37, 0, 79, 0, 36, -4, 41, 43, 2, 1
45, -2, 81, 0, 46, 19, 35, 34, 0, 1
76, 0, 81, -1, -40, 10, 5, 122, 118, 5
37, -4, 86, 0, 36, 0, 49, 50, 0, 1
37, 3, 81, 2, -2, 0, 43, 83, 40, 1
43, 0, 85, 0, 42, -23, 42, 44, 2, 1
37, 0, 83, -2, 28, 1, 46, 54, 8, 1
45, 0, 82, 8, 44, -14, 37, 38, 2, 1
56, -3, 80, 0, 54, -29, 24, 26, 2, 1
41, 0, 84, 0, 42, 20, 43, 43, 0, 1
56, 5, 95, 0, 38, -2, 39, 57, 18, 4
56, 4, 97, 0, 50, 2, 41, 48, 8, 4
44, 0, 76, 0, 42, -19, 32, 35, 2, 1
41, -2, 97, 0, 38, -6, 57, 59, 2, 1
84, 2, 86, -5, -4, 0, 3, 92, 88, 5
56, -3, 95, 0, 46, 2, 40, 49, 10, 4
45, 0, 79, -4, 44, -11, 33, 35, 2, 1
41, 0, 83, 6, 42, 1, 41, 41, 0, 1
41, 0, 77, 0, 42, 28, 36, 35, 0, 1
76, 0, 80, -3, -40, 0, 4, 121, 118, 5
49, 0, 81, 0, 46, -26, 32, 34, 2, 1
37, 0, 80, 0, 34, 3, 43, 46, 4, 1
57, 4, 84, 0, 56, 0, 27, 27, 0, 1
48, 0, 85, 0, 50, 31, 37, 36, 0, 1
56, 0, 95, -3, 56, 0, 39, 39, 0, 1
41, 237, 78, 0, 38, -2385, 37, 39, 2, 1
37, 5, 76, 0, 36, 0, 39, 40, 2, 1
41, 1, 77, 0, 42, 6, 36, 35, 0, 1
44, 0, 86, 1, 42, -23, 42, 44, 2, 1
58, 5, 86, 0, 56, 0, 27, 29, 2, 1
42, 0, 81, 8, 42, 0, 40, 40, 0, 1
49, 0, 90, 0, 50, 16, 42, 41, 0, 1
56, -2, 95, 0, 54, 25, 40, 41, 2, 1
37, 0, 107, 0, 30, 24, 70, 76, 6, 1
37, 0, 77, 0, 18, 1, 40, 59, 18, 1
37, 0, 76, 4, 28, -3, 39, 48, 8, 1
56, 9, 72, 9, 0, 0, 16, 72, 56, 4
41, -3, 83, 0, 42, 8, 42, 41, 0, 1
27, -105, 78, 0, 42, 10, 51, 37, -14, 1
