@relation shuttle
@attribute A1 integer[27,126]
@attribute A2 integer[-4821,5075]
@attribute A3 integer[21,149]
@attribute A4 integer[-3939,3830]
@attribute A5 integer[-188,436]
@attribute A6 integer[-26739,15164]
@attribute A7 integer[-48,105]
@attribute A8 integer[-353,270]
@attribute A9 integer[-356,266]
@attribute Class {1, 2, 3, 4, 5, 6, 7}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9
@outputs Class
@data
37, 0, 80, 0, 28, -6, 43, 52, 8, 1
56, 0, 97, -6, 46, 0, 41, 50, 10, 4
55, 0, 77, 3, -10, 0, 22, 88, 66, 4
37, 1, 76, 0, 20, 0, 39, 55, 16, 1
37, 0, 78, -6, 28, 0, 41, 50, 8, 1
49, 0, 88, 0, 46, -6, 39, 41, 2, 1
49, 0, 100, 0, 46, -3, 52, 54, 2, 1
47, 0, 76, 1, 46, 0, 28, 29, 0, 1
45, 0, 79, 0, 44, -6, 34, 35, 2, 1
49, -2, 82, 0, 50, 2, 33, 33, 0, 1
46, 4, 81, 0, 46, 13, 35, 34, 0, 1
81, 2, 83, -8, -6, -968, 3, 91, 88, 5
42, 2, 108, 0, 42, 0, 66, 67, 2, 1
37, 0, 76, 7, 26, -7, 39, 50, 12, 1
45, -3, 82, 0, 44, 0, 37, 38, 0, 1
37, 1, 109, 4, 26, 0, 71, 83, 12, 1
37, 0, 79, -2, 34, -4, 42, 46, 4, 1
44, 1, 108, 0, 44, 3, 64, 64, 0, 1
83, 0, 86, 0, -4, 7, 3, 92, 88, 5
41, 0, 86, 0, 42, 6, 45, 44, 0, 1
47, 5, 78, 0, 46, 0, 31, 32, 0, 1
81, 3, 85, 6, -24, 0, 4, 111, 106, 5
46, 4, 87, 0, 44, -19, 41, 43, 2, 1
37, 0, 79, 0, 10, 22, 42, 68, 26, 1
37, 0, 77, -5, 2, 0, 40, 75, 34, 1
55, 0, 98, 0, 50, -3, 42, 49, 6, 4
37, 3, 76, 0, 36, -3, 39, 40, 2, 1
37, 0, 77, 6, 34, -10, 40, 43, 2, 1
37, 0, 74, -1, 20, -8, 37, 54, 16, 1
46, 0, 109, 0, 46, 6, 64, 63, 0, 1
41, 0, 90, 0, 42, 0, 48, 48, 0, 1
37, 0, 108, 0, 34, 6, 71, 75, 4, 1
37, 0, 106, 0, 24, -20, 69, 83, 14, 1
37, 0, 79, 0, 6, -12, 43, 74, 32, 1
37, 0, 80, -2, 12, -6, 43, 67, 24, 1
39, 0, 85, 4, 38, 0, 46, 46, 0, 1
45, -5, 77, 0, 44, 0, 33, 34, 0, 1
105, -1, 107, -3, 70, -4, 1, 37, 36, 5
37, 0, 78, 0, 12, 10, 41, 65, 24, 1
40, -3, 81, 0, 38, 0, 40, 42, 2, 1
37, 0, 104, -1, 24, 4, 67, 81, 14, 1
44, -1, 82, -15, 44, -5, 38, 38, 0, 1
55, 0, 77, 8, 28, 0, 22, 49, 28, 4
48, 0, 86, -6, 46, 0, 37, 39, 2, 1
56, 1, 80, 0, -2, -7, 24, 83, 58, 4
53, 0, 80, 0, 52, -5, 27, 28, 2, 1
40, 0, 80, 0, 38, 2, 40, 41, 2, 1
37, -1, 76, -6, 20, -7, 40, 55, 16, 1
53, 1, 86, 8, 54, 0, 33, 32, 0, 1
49, 2, 83, 0, 50, 26, 34, 34, 0, 1
46, 0, 87, 0, 46, 7, 41, 41, 0, 1
37, -1, 107, 0, 36, -9, 69, 71, 2, 1
39, -3, 77, -1, 38, 0, 38, 39, 0, 1
79, -1, 83, -3, -32, 12, 4, 117, 112, 5
84, 4, 89, 0, 6, -10, 5, 84, 80, 5
37, 0, 77, -3, 8, -15, 41, 70, 28, 1
47, 0, 88, 4, 46, 0, 42, 42, 0, 1
56, 0, 95, -2, 44, -2, 40, 51, 12, 4
37, -1, 80, 0, 36, -18, 43, 44, 2, 1
46, -1, 100, -7, 46, 0, 54, 53, 0, 1
55, 0, 97, 0, 52, 4, 41, 45, 4, 4
41, -1, 88, 0, 38, -23, 48, 50, 2, 1
38, 5, 76, 0, 38, 1, 38, 37, 0, 1
43, -1, 79, 0, 44, 6, 35, 35, 0, 1
63, 3, 111, 8, 62, 0, 48, 49, 2, 1
55, -3, 78, 0, 10, 1, 23, 68, 46, 4
53, 0, 109, 1, 52, -2, 56, 57, 2, 1
56, 0, 95, -2, 50, 0, 39, 46, 6, 4
39, 0, 94, 5, 38, 0, 55, 55, 0, 1
45, 1, 81, 0, 44, 0, 35, 37, 2, 1
37, 1, 92, 4, 6, 0, 54, 86, 32, 1
56, -3, 86, 0, 56, 0, 31, 30, 0, 1
56, 0, 81, 0, -18, -24, 25, 99, 74, 4
42, -1, 99, 0, 42, 0, 58, 58, 0, 1
47, -2, 90, 0, 46, 0, 44, 44, 0, 1
80, 0, 84, 0, -36, -7, 4, 120, 116, 5
51, -1, 78, 0, 52, 20, 27, 26, 0, 1
41, 0, 88, -4, 38, 0, 48, 50, 2, 1
37, 2, 82, -6, 34, 0, 45, 48, 4, 1
37, 3, 78, 5, 0, 5, 41, 78, 38, 1
49, 1, 81, 0, 50, 20, 32, 32, 0, 1
41, -1, 76, 0, 42, 15, 35, 34, 0, 1
49, 0, 84, -2, 46, -10, 36, 38, 2, 1
48, 0, 77, 6, 46, -1, 28, 30, 2, 1
39, -2, 81, -2, 38, 0, 42, 42, 0, 1
51, 0, 78, 0, 52, 15, 27, 26, 0, 1
55, 0, 77, 0, -24, -28, 21, 103, 82, 4
56, 1, 92, 0, 54, 26, 36, 38, 2, 1
37, 0, 94, 5, 30, 0, 57, 63, 6, 1
105, 0, 106, 0, 70, -30, 1, 36, 36, 5
37, 0, 76, -1, 38, 17, 39, 37, 0, 1
56, 0, 95, 0, 52, 7, 39, 43, 4, 4
82, -1, 86, 0, -2, 2, 4, 88, 84, 5
37, 0, 104, 0, 24, -6, 66, 80, 14, 1
55, 0, 96, -2, 52, 24, 41, 44, 4, 4
49, 0, 88, 6, 50, 24, 40, 39, 0, 1
46, 4, 83, 0, 46, 9, 37, 36, 0, 1
52, -3, 77, 0, 52, -1, 25, 26, 0, 1
37, 0, 78, 0, -2, 0, 41, 81, 40, 1
45, -5, 88, 0, 44, -17, 42, 44, 2, 1
104, -5, 106, 0, 72, 0, 1, 33, 32, 5
68, -27, 107, 0, 60, -5, 38, 47, 10, 3
56, 0, 79, 3, 6, 0, 23, 74, 50, 4
37, 0, 76, 0, 28, -19, 39, 47, 8, 1
44, 0, 85, 0, 44, 16, 41, 41, 0, 1
55, 0, 77, -3, 10, 9, 22, 67, 46, 4
56, 0, 91, 0, -2, 7, 35, 93, 58, 4
49, 0, 81, 0, 46, -16, 32, 34, 2, 1
52, 0, 86, 3, 52, 0, 34, 35, 0, 1
37, 0, 105, 0, 24, 0, 68, 82, 14, 1
37, 0, 76, 0, 30, 17, 39, 45, 6, 1
37, -49, 80, 0, 34, 0, 43, 46, 2, 3
48, 0, 88, 1, 46, 0, 40, 42, 2, 1
55, 0, 79, 0, 26, 9, 23, 53, 30, 4
55, 4, 77, 0, 54, 0, 23, 23, 0, 1
41, 0, 83, 0, 42, 11, 42, 41, 0, 1
49, 0, 82, 0, 46, -25, 33, 35, 2, 1
56, 0, 81, 0, -2, -10, 25, 83, 58, 4
50, 0, 78, -3, 50, 0, 28, 29, 0, 1
37, -2, 94, 0, 36, 3, 57, 58, 2, 1
56, 0, 77, 0, -20, -1, 21, 97, 76, 4
39, 2, 83, 1, 38, 0, 44, 44, 0, 1
37, 0, 96, 0, 36, -8, 59, 60, 2, 1
56, 0, 86, 0, 56, 1, 30, 30, 0, 1
41, 0, 87, 2, 38, -6, 46, 48, 2, 1
56, 4, 81, 0, 54, -2, 25, 27, 2, 1
41, 0, 89, 7, 38, 0, 48, 50, 2, 1
38, 5, 79, 0, 38, 0, 41, 40, 0, 1
37, 0, 77, 0, 34, 2, 40, 44, 4, 1
44, 2, 76, 0, 42, -21, 32, 34, 2, 1
37, 0, 76, 0, 36, 0, 39, 40, 2, 1
55, 0, 81, 0, -10, 0, 26, 92, 66, 4
56, 1, 82, 0, 56, 12, 26, 25, 0, 1
45, 0, 84, 0, 44, -4, 39, 41, 2, 1
55, 0, 79, 0, 20, -18, 23, 58, 34, 4
37, 0, 76, 0, 34, 7, 40, 43, 2, 1
37, 0, 77, 0, -24, -28, 41, 103, 62, 1
41, 0, 81, 1, 42, 0, 40, 40, 0, 1
40, -2, 83, 0, 38, 0, 42, 44, 2, 1
43, 4, 108, 0, 42, 0, 65, 67, 2, 1
56, 1, 86, 0, 54, -8, 31, 32, 2, 1
53, 0, 80, 0, 52, -6, 27, 28, 2, 1
37, 0, 76, 0, 36, 5, 40, 40, 0, 1
37, 0, 106, 3, 34, 2, 69, 73, 4, 1
45, 1, 84, 0, 44, 0, 39, 40, 2, 1
52, 0, 79, 0, 52, 0, 28, 28, 0, 1
37, 0, 104, 0, 34, 1, 67, 71, 4, 1
41, 0, 81, 8, 38, -27, 39, 42, 2, 1
51, 0, 86, 0, 52, 10, 35, 34, 0, 1
48, 0, 81, -7, 46, 0, 32, 34, 2, 1
55, 0, 77, 0, 18, 0, 22, 59, 38, 4
44, 0, 86, 0, 44, 10, 43, 42, 0, 1
82, 0, 85, -2, -2, 8, 3, 88, 84, 5
37, 0, 77, 4, 34, 0, 40, 43, 2, 1
79, 0, 83, 3, -40, 15, 5, 125, 120, 5
45, 0, 83, 5, 44, 0, 38, 39, 0, 1
41, 0, 83, 0, 42, 12, 41, 41, 0, 1
56, 0, 98, -2, 52, 4, 42, 46, 4, 4
37, 0, 80, 0, 30, 6, 43, 49, 6, 1
51, 0, 86, 0, 52, 26, 36, 35, 0, 1
37, 0, 106, 0, 34, -1, 69, 72, 4, 1
48, 0, 88, -3, 46, 0, 40, 41, 2, 1
37, 0, 77, 0, 6, 5, 40, 72, 32, 1
41, 0, 79, 0, 38, -9, 38, 40, 2, 1
44, 5, 90, 0, 42, -9, 47, 49, 2, 1
37, 0, 79, 0, 6, 17, 42, 74, 32, 1
56, -1, 95, 0, 56, 6, 40, 39, 0, 1
37, 0, 97, -1, 30, 0, 60, 66, 6, 1
41, 5, 78, 0, 38, -3, 37, 39, 2, 1
73, -45, 88, -1, 8, 0, 15, 81, 66, 3
45, 1, 86, 0, 44, -3, 41, 42, 2, 1
37, 0, 95, 0, 26, 4, 58, 70, 12, 1
52, 0, 77, 0, 52, 0, 25, 25, 0, 1
37, 0, 80, 4, 28, 0, 43, 52, 8, 1
45, 0, 76, 0, 46, 27, 31, 30, 0, 1
47, 0, 79, 3, 46, 0, 33, 33, 0, 1
37, 0, 101, 1, 28, 0, 64, 73, 8, 1
55, 0, 96, 0, 52, -29, 41, 44, 4, 4
55, 0, 96, 2, 42, -8, 41, 55, 14, 4
45, 2, 78, 0, 44, 0, 33, 34, 2, 1
56, 0, 98, 5, 52, 0, 42, 46, 4, 4
56, 1, 97, 0, 52, 0, 40, 45, 4, 4
37, -1, 75, -6, 28, -11, 38, 46, 8, 1
39, -1, 86, 7, 38, 0, 47, 48, 0, 1
55, 0, 83, 0, 54, -8, 28, 29, 2, 1
37, 0, 83, 0, 10, 3, 46, 72, 26, 1
45, 0, 74, -1, 44, 0, 29, 30, 2, 1
49, 0, 81, 0, 50, 26, 33, 32, 0, 1
49, 0, 88, 0, 46, -23, 40, 42, 2, 1
82, 5, 86, 0, -6, 0, 3, 94, 90, 5
49, 0, 86, 0, 46, -8, 38, 40, 2, 1
37, 0, 79, 0, 6, 2, 42, 74, 32, 1
37, 0, 75, 0, 38, 24, 37, 36, 0, 1
37, 0, 77, 0, -22, -5, 41, 101, 60, 1
46, 5, 83, 0, 46, 0, 36, 36, 0, 1
51, 2, 83, 0, 52, 10, 31, 31, 0, 1
55, 1, 89, 0, 54, 0, 34, 35, 2, 1
44, -2, 88, 0, 44, 5, 44, 44, 0, 1
80, 0, 84, 0, -42, -12, 4, 128, 124, 5
55, 0, 81, 0, -22, -5, 26, 105, 78, 4
43, -1, 83, 2, 42, 0, 40, 41, 2, 1
48, -3, 80, 0, 46, -5, 32, 34, 2, 1
37, -2, 78, 3, 0, 3, 41, 78, 36, 1
55, 0, 81, -7, 54, 0, 26, 26, 0, 1
37, 0, 75, -2, 30, 21, 38, 44, 6, 1
46, -1, 79, 0, 46, 4, 33, 32, 0, 1
56, 0, 77, 0, 44, -2, 22, 34, 12, 4
43, 0, 78, -6, 42, -1, 35, 37, 2, 1
55, -1, 98, 0, 46, 10, 42, 51, 8, 4
37, -1, 77, 0, 34, 0, 41, 44, 2, 1
56, 0, 92, 0, 54, 5, 36, 38, 2, 1
38, 1, 92, 0, 28, 20, 54, 64, 10, 1
55, -2, 83, 4, 54, 0, 29, 29, 0, 1
41, 3, 76, 0, 38, 0, 35, 37, 2, 1
37, 0, 78, 0, 18, -32, 42, 60, 18, 1
40, -4, 76, 0, 38, 0, 35, 37, 2, 1
45, -1, 77, -5, 44, -8, 32, 33, 0, 1
40, 0, 110, 6, 38, 0, 70, 71, 2, 1
43, 0, 108, 1, 44, 22, 65, 64, 0, 1
55, 0, 77, 0, -6, -24, 21, 85, 64, 4
46, 1, 90, 0, 46, 0, 43, 43, 0, 1
49, 0, 95, -4, 50, 0, 46, 46, 0, 1
37, 0, 79, 0, 34, 20, 42, 46, 4, 1
48, 3, 77, 0, 46, 0, 30, 31, 2, 1
37, -1, 106, -2, 34, -3, 69, 72, 4, 1
53, -1, 81, 0, 54, 7, 28, 26, 0, 1
39, -1, 76, 1, 38, 0, 38, 37, 0, 1
55, 0, 96, 0, 54, 1, 41, 42, 2, 1
101, 5, 102, 0, 72, 14, 1, 29, 28, 5
55, 0, 96, 0, 50, -7, 41, 47, 6, 4
44, 0, 77, 0, 44, 0, 33, 33, 0, 1
38, 1, 75, 0, 38, 26, 37, 36, 0, 1
81, 3, 84, 0, -12, 17, 3, 97, 94, 5
53, 0, 85, -1, 54, 0, 32, 31, 0, 1
37, 0, 92, -1, 26, 10, 55, 66, 12, 1
57, -2, 83, 0, 56, 0, 26, 26, 0, 1
49, 2, 78, 0, 46, -6, 29, 32, 2, 1
44, 0, 85, 0, 42, -29, 41, 44, 2, 1
41, 0, 100, 8, 38, -3, 60, 62, 2, 1
55, -2, 76, 0, -18, -3, 21, 94, 74, 4
43, -1, 85, 0, 42, 0, 42, 44, 2, 1
39, -1, 79, -1, 38, 0, 40, 40, 0, 1
62, 0, 109, 6, 60, 0, 48, 50, 2, 1
65, -3, 109, 0, 64, 0, 45, 45, 0, 1
43, 0, 80, 0, 42, -18, 37, 39, 2, 1
45, 0, 76, -6, 44, 0, 31, 32, 2, 1
56, 5, 86, 0, 56, 18, 30, 29, 0, 1
37, 0, 78, 0, 2, 14, 41, 75, 34, 1
49, 0, 89, 7, 50, 3, 40, 40, 0, 1
37, 0, 83, 0, -4, -7, 46, 88, 42, 1
37, 0, 79, 0, 8, -8, 43, 72, 28, 1
39, 2, 79, -3, 38, -5, 41, 41, 0, 1
37, 0, 76, 0, 38, 3, 39, 37, 0, 1
55, -1, 77, -4, -4, 38, 21, 82, 60, 4
37, 0, 83, 0, 2, 3, 46, 80, 34, 1
56, -1, 92, 0, 52, 0, 36, 40, 4, 4
55, 0, 81, 0, -20, 6, 26, 102, 76, 4
41, 0, 79, -1, 42, 10, 38, 37, 0, 1
46, 0, 91, 5, 46, 0, 45, 44, 0, 1
37, 2, 81, 1, 36, 0, 43, 44, 2, 1
55, 0, 96, -1, 38, -2, 41, 57, 16, 4
56, -1, 97, 0, 44, 0, 41, 53, 12, 4
37, 0, 79, 0, 30, -14, 43, 48, 6, 1
49, 0, 107, 0, 50, 20, 58, 58, 0, 1
41, 0, 77, -4, 42, 0, 36, 36, 0, 1
76, 0, 80, 0, -42, 0, 4, 124, 120, 5
48, 2, 82, -2, 46, 0, 34, 35, 2, 1
50, 3, 83, 0, 50, 0, 34, 34, 0, 1
37, 0, 79, 0, 16, 31, 43, 64, 22, 1
79, 0, 83, 0, -38, 5, 4, 122, 118, 5
50, 5, 87, -2, 50, 0, 37, 38, 2, 1
43, -2, 86, 6, 42, -14, 43, 45, 2, 1
41, -1, 79, 0, 38, -21, 39, 41, 2, 1
44, 0, 81, 0, 44, 6, 38, 37, 0, 1
45, 2, 79, 0, 44, 0, 35, 35, 0, 1
37, 1, 91, -2, 6, 0, 53, 86, 32, 1
37, 0, 76, -6, 28, 3, 39, 47, 8, 1
51, 0, 88, 0, 52, 5, 36, 36, 0, 1
45, 0, 87, 0, 46, 12, 42, 41, 0, 1
41, -2, 77, 0, 38, -15, 36, 38, 2, 1
49, 0, 88, -2, 50, 4, 40, 39, 0, 1
55, -3, 96, 0, 54, 0, 41, 42, 2, 1
101, 0, 102, 0, 72, 5, 1, 30, 28, 5
45, 0, 87, 2, 44, -19, 42, 43, 2, 1
37, -1, 79, 0, 34, 0, 42, 45, 2, 1
51, -2, 77, 0, 50, -13, 26, 28, 2, 1
37, 0, 79, 0, 28, 0, 42, 51, 8, 1
45, -1, 88, -3, 44, -17, 42, 44, 2, 1
44, 0, 76, 0, 42, -22, 32, 35, 2, 1
37, 0, 75, 0, 34, 1, 38, 41, 4, 1
54, 2, 83, 0, 54, 0, 29, 29, 0, 1
37, 0, 78, -7, 28, 0, 41, 50, 8, 1
37, -1, 80, 0, 20, 2, 43, 59, 16, 1
37, 0, 76, -4, 36, 0, 39, 40, 2, 1
38, 1, 76, 0, 38, 0, 37, 37, 0, 1
43, -1, 86, -4, 42, 0, 44, 45, 2, 1
82, -1, 85, -3, -2, 22, 3, 88, 84, 5
46, 1, 81, 0, 46, 3, 35, 35, 0, 1
53, 0, 88, 0, 54, 12, 35, 33, 0, 1
76, 0, 80, 0, -40, 17, 4, 121, 116, 5
49, -1, 87, 0, 46, -9, 38, 41, 2, 1
54, -2, 81, 2, 54, 0, 27, 27, 0, 1
55, 0, 77, 0, -28, 27, 22, 106, 84, 4
37, 0, 83, 7, 24, 0, 46, 60, 14, 1
54, 0, 81, -2, 54, 0, 27, 26, 0, 1
37, 0, 76, 2, 34, 0, 40, 43, 2, 1
55, 0, 77, 0, -2, -9, 21, 79, 58, 4
45, -386, 83, 0, 44, 1327, 38, 39, 0, 1
49, 0, 90, 0, 50, 7, 42, 41, 0, 1
37, 0, 96, 0, 30, 21, 59, 65, 6, 1
37, 0, 83, 0, 28, -6, 46, 54, 8, 1
55, -3, 98, 0, 46, 23, 42, 51, 8, 4
55, 0, 82, 0, -24, -3, 26, 108, 82, 4
37, -3, 82, 4, 24, 0, 45, 59, 14, 1
56, 0, 95, 2, 44, 4, 40, 51, 12, 4
44, 3, 84, 0, 44, 13, 41, 41, 0, 1
43, 0, 89, -2, 42, 0, 46, 48, 2, 1
43, 5, 86, 0, 42, 0, 43, 44, 2, 1
49, -5, 88, 0, 50, 3, 39, 39, 0, 1
79, 0, 84, 0, -38, 0, 4, 123, 118, 5
37, 0, 95, -2, 18, 0, 57, 77, 20, 1
59, 0, 84, 0, 56, -10, 25, 27, 2, 1
56, 5, 95, 0, 50, 6, 40, 46, 6, 4
51, 0, 84, 0, 52, 28, 33, 32, 0, 1
81, -2, 84, 0, -20, 23, 4, 105, 102, 5
56, 1, 86, 0, 56, 8, 30, 29, 0, 1
49, 0, 80, 0, 50, 15, 31, 31, 0, 1
44, 0, 95, 0, 44, 1, 52, 51, 0, 1
44, 0, 84, 0, 42, -30, 40, 43, 2, 1
45, 0, 77, 0, 46, 20, 31, 30, 0, 1
40, 3, 83, 0, 38, 0, 43, 44, 2, 1
53, 1, 87, 0, 54, 0, 34, 33, 0, 1
41, 1, 108, 0, 42, 8, 66, 66, 0, 1
54, -4, 84, 0, 54, 0, 31, 30, 0, 1
56, 1, 98, 0, 52, 6, 42, 46, 4, 4
55, 0, 95, 2, 42, -30, 40, 54, 14, 4
55, 0, 96, 4, 54, 9, 41, 42, 2, 1
55, 0, 79, 0, 24, -15, 23, 55, 32, 4
37, 0, 80, 0, 28, -30, 43, 52, 8, 1
49, 0, 82, 0, 50, 17, 33, 33, 0, 1
101, 0, 102, 0, 70, 0, 1, 33, 32, 5
56, 0, 95, 0, 44, -30, 40, 51, 12, 4
46, 0, 80, 0, 46, 11, 34, 34, 0, 1
56, 0, 77, 0, -10, -10, 21, 87, 66, 4
37, 3, 98, 0, 34, 6, 61, 64, 4, 1
53, 1, 78, 0, 54, 8, 25, 24, 0, 1
47, 3, 93, 0, 46, 0, 46, 47, 0, 1
37, 0, 77, 0, -22, -26, 41, 101, 60, 1
37, 0, 104, 0, 16, -16, 67, 89, 22, 1
41, 0, 108, 3, 38, -11, 67, 69, 2, 1
53, 0, 79, 0, 52, -8, 26, 27, 2, 1
40, 1, 107, 0, 38, 0, 67, 68, 2, 1
44, 0, 88, 1, 42, -16, 44, 46, 2, 1
51, 0, 86, 0, 52, 24, 35, 34, 0, 1
55, 0, 82, 0, -12, -8, 26, 95, 68, 4
55, -1, 77, 0, 10, -3, 22, 67, 46, 4
42, -1, 81, 0, 42, 0, 39, 40, 0, 1
55, 0, 76, 0, -12, 18, 21, 89, 68, 4
43, -3, 76, 0, 44, 10, 32, 32, 0, 1
56, 1, 97, 0, 52, 7, 41, 45, 4, 4
53, 0, 86, -2, 54, 2, 33, 32, 0, 1
55, 0, 76, 0, -20, 15, 21, 97, 76, 4
48, 0, 89, 0, 46, -1, 41, 42, 2, 1
85, 0, 88, 0, 0, -2, 3, 88, 86, 5
56, 2, 77, 1, -22, 0, 22, 101, 80, 4
55, 0, 78, 0, 2, -15, 23, 75, 52, 4
76, -3, 81, 0, -42, 0, 4, 125, 120, 5
46, 2, 79, 0, 46, 2, 34, 33, 0, 1
51, 0, 82, 0, 52, 25, 31, 30, 0, 1
37, 0, 78, 0, -4, 21, 42, 83, 42, 1
37, 0, 77, 3, 26, 7, 40, 51, 12, 1
46, 1, 93, 0, 46, 1, 48, 47, 0, 1
41, 0, 88, 0, 42, 22, 48, 47, 0, 1
55, 0, 79, 0, 10, -1, 23, 68, 46, 4
55, 0, 77, 0, 28, 8, 21, 48, 28, 4
37, 0, 94, -3, 10, 2, 57, 84, 28, 1
41, 0, 80, 0, 42, 6, 39, 39, 0, 1
56, 0, 97, 0, 52, 20, 41, 45, 4, 4
55, -1, 97, 0, 38, -28, 42, 59, 16, 4
37, 0, 75, 0, 28, 1086, 38, 46, 8, 1
37, 3, 108, 0, 36, 0, 71, 72, 2, 1
72, -9, 76, -8, -40, 8, 4, 117, 114, 5
55, 0, 78, 0, 18, 11, 23, 60, 38, 4
37, 0, 105, -1, 30, 0, 68, 74, 6, 1
55, 0, 91, -6, -4, 5, 35, 96, 60, 4
55, 0, 77, 0, 0, -3, 22, 77, 56, 4
48, 0, 77, 6, 46, 0, 28, 30, 2, 1
53, 4, 81, 0, 54, 3, 27, 26, 0, 1
45, 0, 88, 0, 44, -19, 42, 44, 2, 1
79, 0, 84, 0, -40, 11, 4, 125, 120, 5
57, -2, 106, -1, 56, 0, 49, 49, 0, 1
37, 0, 77, 0, 0, -16, 40, 77, 36, 1
37, -2, 86, 0, 36, -20, 48, 50, 2, 1
56, 1, 81, 0, -4, 8, 25, 86, 62, 4
37, 0, 79, -2, 36, -2, 41, 43, 2, 1
37, 0, 105, 0, 34, 31, 68, 71, 4, 1
46, 0, 86, 4, 46, 1, 41, 40, 0, 1
56, 2, 97, 0, 44, 31, 40, 53, 12, 4
48, -5, 84, 0, 46, -4, 36, 38, 2, 1
44, 1, 77, 0, 44, 7, 33, 33, 0, 1
44, 0, 87, -4, 42, -15, 43, 46, 2, 1
